Mach-Number,temperature,f,Mic1,Mic2,Mic3,Mic4,Mic5,Mic6,Mic7,Mic8,Mic9,Mic10,Mic11,Mic12,Mic13,Mic14,Mic15,Mic16,Mic17,Mic18,Mic19,Mic20,Mic21,Mic22,Mic23,Mic24,case
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.080000000000000000e+03+0.000000000000000000e+00j), (-1.408800929784774780e-01-4.122416675090789795e-01j), (-3.398628830909729004e-01+1.018759757280349731e-01j), (4.713140130043029785e-01-3.455370068550109863e-01j), (-9.758152961730957031e-01-4.513880908489227295e-01j), (-9.454249143600463867e-01-2.265784740447998047e-01j), (5.783750414848327637e-01+2.211722135543823242e-01j), (1.838177889585494995e-01-5.024189502000808716e-02j), (-3.318158388137817383e-01-5.356593132019042969e-01j), (4.007431566715240479e-01-4.837723076343536377e-01j), (-7.926504313945770264e-02+3.699185550212860107e-01j), (3.271274864673614502e-01+3.392570018768310547e-01j), (-1.131994247436523438e+00+2.149037569761276245e-01j), (-1.711208224296569824e-01+2.366865575313568115e-01j), (4.630843698978424072e-01-3.670096397399902344e-01j), (-3.186827600002288818e-01-1.661197096109390259e-01j), (-2.395725995302200317e-01+3.399496152997016907e-02j), (-1.670367270708084106e-01-7.121626734733581543e-01j), (-1.817487627267837524e-01-9.515616893768310547e-01j), (2.247782796621322632e-01+8.779883384704589844e-01j), (-2.796462476253509521e-01+4.448522627353668213e-01j), (-6.158124804496765137e-01-1.165205016732215881e-01j), (-8.454114943742752075e-02+2.228579521179199219e-01j), (4.794564247131347656e-01+6.397902965545654297e-01j), (-2.208212763071060181e-02+1.525393277406692505e-01j), (7.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.080000000000000000e+03+0.000000000000000000e+00j), (-5.980406999588012695e-01+9.851319193840026855e-01j), (-2.728820443153381348e-01-2.229778766632080078e-01j), (1.149340033531188965e+00+3.994120061397552490e-01j), (-2.255823761224746704e-01-4.119772315025329590e-01j), (-1.039398908615112305e+00-2.555275857448577881e-01j), (1.553098410367965698e-01-3.078906536102294922e-01j), (6.891143321990966797e-02-7.249266505241394043e-01j), (-5.175989270210266113e-01+1.946014016866683960e-01j), (1.246805787086486816e-01+8.493020534515380859e-01j), (-3.531023859977722168e-01-1.077434644103050232e-01j), (-5.351098775863647461e-01+4.516769573092460632e-02j), (-7.086862921714782715e-01+5.822250843048095703e-01j), (-4.858637750148773193e-01-8.579107522964477539e-01j), (-1.779687106609344482e-01+4.406401515007019043e-01j), (9.246873855590820312e-01-5.396350622177124023e-01j), (3.607586622238159180e-01+6.876318901777267456e-02j), (-8.260914683341979980e-01-8.048874884843826294e-02j), (-3.786625266075134277e-01-1.407391726970672607e-01j), (1.889380216598510742e-01+1.189909100532531738e+00j), (-3.732264637947082520e-01+2.812685631215572357e-02j), (-2.295006066560745239e-01-1.021309614181518555e+00j), (-1.398796886205673218e-01-1.722116023302078247e-02j), (-7.515854239463806152e-01+5.501298904418945312e-01j), (-1.252782046794891357e-01-4.049647152423858643e-01j), (8.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.080000000000000000e+03+0.000000000000000000e+00j), (-6.664643287658691406e-01-8.500171303749084473e-01j), (-2.666624486446380615e-01+6.442815065383911133e-02j), (-4.966770112514495850e-01+8.285059928894042969e-01j), (-4.200452566146850586e-01-1.567503251135349274e-02j), (-2.842060923576354980e-01-3.127962052822113037e-01j), (6.087114214897155762e-01+3.796370029449462891e-01j), (7.362317442893981934e-01+4.621899425983428955e-01j), (-7.447820901870727539e-02-1.468120422214269638e-02j), (-1.422636210918426514e-01-1.388855874538421631e-01j), (1.932383477687835693e-01-7.186160087585449219e-01j), (3.767178654670715332e-01-4.313153624534606934e-01j), (-1.081299781799316406e+00-5.628176331520080566e-01j), (6.483354568481445312e-01+2.007670849561691284e-01j), (-7.760475277900695801e-01+3.521550074219703674e-02j), (-2.485329508781433105e-01+6.008074879646301270e-01j), (-2.158238589763641357e-01-1.074204035103321075e-02j), (-2.006718069314956665e-01-1.049746632575988770e+00j), (2.060116268694400787e-02-9.808186292648315430e-01j), (-3.744359612464904785e-01+1.539222002029418945e-01j), (2.360236048698425293e-01-2.633600234985351562e-01j), (9.066873788833618164e-01-1.635645478963851929e-01j), (5.813519954681396484e-01+7.624128460884094238e-02j), (-4.851422086358070374e-02+6.591190118342638016e-03j), (9.208817780017852783e-02+2.463578283786773682e-01j), (9.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.080000000000000000e+03+0.000000000000000000e+00j), (1.451259740861132741e-04-3.306946158409118652e-01j), (1.093338370323181152e+00-1.324619054794311523e+00j), (-6.786689758300781250e-01+6.868109703063964844e-01j), (4.246955215930938721e-01-2.128560096025466919e-01j), (4.515501558780670166e-01-1.733381032943725586e+00j), (-8.329408168792724609e-01-4.573277756571769714e-02j), (4.589238762855529785e-01+4.124134480953216553e-01j), (3.130019083619117737e-02-4.478831291198730469e-01j), (-1.026395559310913086e+00+5.945544242858886719e-01j), (5.957587435841560364e-02+7.753667235374450684e-01j), (5.470921397209167480e-01-6.425110697746276855e-01j), (4.783474206924438477e-01-1.112828373908996582e+00j), (9.272826910018920898e-01-7.501796483993530273e-01j), (3.264919221401214600e-01-6.297864913940429688e-01j), (9.037743806838989258e-01+5.948147773742675781e-01j), (-2.328508347272872925e-02-4.242281913757324219e-01j), (1.092796802520751953e+00-8.302938938140869141e-01j), (5.040233135223388672e-01+6.554674506187438965e-01j), (-1.147633910179138184e+00+1.539031863212585449e-01j), (7.535218596458435059e-01-2.177653610706329346e-01j), (1.218118667602539062e+00+5.387417078018188477e-01j), (-1.264774084091186523e+00-2.964792251586914062e-01j), (-6.571667790412902832e-01-4.931294620037078857e-01j), (5.241189599037170410e-01-9.850394725799560547e-01j), (1.000000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.080000000000000000e+03+0.000000000000000000e+00j), (2.749531716108322144e-02+3.759719431400299072e-01j), (1.201371192932128906e+00+9.961510300636291504e-01j), (-2.280880063772201538e-01-3.499670028686523438e-01j), (-6.035911440849304199e-01-2.217891365289688110e-01j), (7.435280680656433105e-01+2.965816110372543335e-02j), (3.410089910030364990e-01-8.722922801971435547e-01j), (-3.527100980281829834e-01+5.507639050483703613e-01j), (-7.853383570909500122e-02+4.283642768859863281e-01j), (-3.928298652172088623e-01-3.922536373138427734e-01j), (-9.700889587402343750e-01-3.306088745594024658e-01j), (9.038819074630737305e-01+7.883762121200561523e-01j), (1.867855191230773926e-01+4.002246558666229248e-01j), (5.171298384666442871e-01+8.329707980155944824e-01j), (9.830331057310104370e-02+5.778446197509765625e-01j), (-2.990703582763671875e-01+4.892051815986633301e-01j), (8.919776678085327148e-01-2.972860336303710938e-01j), (5.755140185356140137e-01+5.494615435600280762e-01j), (-7.346400618553161621e-01-2.026175558567047119e-01j), (3.220400586724281311e-02-2.899245359003543854e-02j), (2.719104886054992676e-01+1.164227008819580078e+00j), (-4.233806431293487549e-01+8.623332977294921875e-01j), (5.369431376457214355e-01-1.256815433502197266e+00j), (-2.524852156639099121e-01+1.698646098375320435e-01j), (9.291649460792541504e-01+3.948448300361633301e-01j), (1.100000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.080000000000000000e+03+0.000000000000000000e+00j), (3.771446943283081055e-01-3.111575841903686523e-01j), (-1.501685380935668945e+00-5.755222961306571960e-02j), (1.186109986156225204e-02-2.850179970264434814e-01j), (8.205854892730712891e-01-1.253848195075988770e+00j), (-3.127549588680267334e-01-1.845731586217880249e-01j), (-5.752938613295555115e-02+1.243634939193725586e+00j), (-9.211872816085815430e-01-2.845470011234283447e-01j), (-6.188394427299499512e-01-5.469490885734558105e-01j), (4.869396984577178955e-01+2.412961572408676147e-01j), (1.498054265975952148e+00-3.230158984661102295e-01j), (-1.090230822563171387e+00+8.150273561477661133e-01j), (2.571883201599121094e-01-1.168822765350341797e+00j), (-1.443659543991088867e+00+1.124714408069849014e-02j), (-5.056736469268798828e-01-1.048291325569152832e+00j), (-1.971131563186645508e-01-1.028435945510864258e+00j), (3.526953235268592834e-02+8.534961342811584473e-01j), (2.372982800006866455e-01+1.416817605495452881e-01j), (1.659834623336791992e+00-1.836104393005371094e-01j), (-4.691691398620605469e-01+2.397562563419342041e-01j), (-1.183229446411132812e+00-5.383864417672157288e-02j), (-4.377775788307189941e-01-2.136944830417633057e-01j), (3.921637237071990967e-01+1.727958440780639648e+00j), (-6.310260891914367676e-01-3.981941342353820801e-01j), (-1.049594640731811523e+00+2.733731567859649658e-01j), (1.200000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.080000000000000000e+03+0.000000000000000000e+00j), (5.924647450447082520e-01-2.469383627176284790e-01j), (5.273872613906860352e-01+1.257244497537612915e-01j), (-6.129279732704162598e-01-8.411759734153747559e-01j), (1.653277277946472168e+00+1.845957279205322266e+00j), (2.057767629623413086e+00+1.251884222030639648e+00j), (-7.484107017517089844e-01-3.843072950839996338e-01j), (5.545543506741523743e-02-5.652944445610046387e-01j), (1.405526995658874512e+00-6.511399745941162109e-01j), (-3.393725752830505371e-01-1.219881057739257812e+00j), (-6.476157903671264648e-02+1.162377476692199707e+00j), (-5.398519039154052734e-01-7.635226845741271973e-01j), (2.079399824142456055e+00+9.606661200523376465e-01j), (5.626875162124633789e-01+2.976350672543048859e-02j), (1.451658487319946289e+00-8.152524381875991821e-02j), (-3.633288145065307617e-01+7.500472068786621094e-01j), (-1.072195172309875488e+00+4.209326505661010742e-01j), (7.513413578271865845e-02+1.531612873077392578e+00j), (-4.382931590080261230e-01+1.779083609580993652e+00j), (-1.250687200808897614e-04-2.472708463668823242e+00j), (-7.091964036226272583e-02-9.724684953689575195e-01j), (-5.226405262947082520e-01+5.065826177597045898e-01j), (-7.594304084777832031e-01-3.657463192939758301e-01j), (1.820309162139892578e+00-1.507262110710144043e+00j), (1.737524569034576416e-01+2.231597304344177246e-01j), (1.300000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.080000000000000000e+03+0.000000000000000000e+00j), (-1.274130791425704956e-01-6.059671044349670410e-01j), (-1.755791157484054565e-01+7.500019669532775879e-02j), (-4.880859851837158203e-01+1.428470015525817871e-01j), (7.717814445495605469e-01+1.800181567668914795e-01j), (7.262747883796691895e-01+1.633943058550357819e-02j), (4.519486054778099060e-02+3.424304127693176270e-01j), (1.081279069185256958e-01-3.842129185795783997e-02j), (2.447890341281890869e-01-5.011391639709472656e-01j), (-2.631890773773193359e-01-4.187971651554107666e-01j), (4.105585813522338867e-01-3.802476078271865845e-02j), (-3.549157977104187012e-01-2.061373740434646606e-01j), (3.335023522377014160e-01-3.778309524059295654e-01j), (2.357591688632965088e-01+6.129883602261543274e-02j), (4.543582350015640259e-02-3.227965235710144043e-01j), (-1.976559311151504517e-01+4.415382742881774902e-01j), (-3.723808526992797852e-01+4.742999970912933350e-01j), (1.701276451349258423e-01+9.726715087890625000e-02j), (3.508470654487609863e-01+1.350307911634445190e-01j), (-5.698349475860595703e-01-7.526661157608032227e-01j), (-2.763850092887878418e-01-4.498317539691925049e-01j), (1.864753514528274536e-01+8.696947991847991943e-02j), (8.214101195335388184e-02+2.614396810531616211e-01j), (2.963581085205078125e-01-8.455162644386291504e-01j), (-3.641355410218238831e-02+2.804990112781524658e-01j), (1.400000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.080000000000000000e+03+0.000000000000000000e+00j), (5.374014377593994141e-01+2.135606110095977783e-01j), (2.482544481754302979e-01-5.888514518737792969e-01j), (-3.020410053431987762e-02-3.607040047645568848e-01j), (4.443210065364837646e-01+6.503442525863647461e-01j), (3.086016774177551270e-01+1.749268472194671631e-01j), (-7.414749264717102051e-01-1.727469563484191895e-01j), (-1.805331371724605560e-02-2.546357810497283936e-01j), (4.807001650333404541e-01-1.168968304991722107e-01j), (1.525963284075260162e-02+2.120800875127315521e-02j), (2.322150208055973053e-02+8.635495901107788086e-01j), (-1.097156628966331482e-01-4.504692256450653076e-01j), (9.009656906127929688e-01+2.973242402076721191e-01j), (3.564341366291046143e-02-3.756631612777709961e-01j), (7.116912603378295898e-01-1.427664309740066528e-01j), (1.849786788225173950e-01-1.367254704236984253e-01j), (-4.146955013275146484e-01-2.281853556632995605e-01j), (1.099331900477409363e-01+3.852274119853973389e-01j), (-5.987757444381713867e-02+9.919154047966003418e-01j), (2.143513858318328857e-01-5.464959740638732910e-01j), (2.751654982566833496e-01-4.092653095722198486e-01j), (-6.703930348157882690e-02+1.369862854480743408e-01j), (-8.508380055427551270e-01-7.521573454141616821e-03j), (5.180996656417846680e-01-1.402433812618255615e-01j), (-6.457491964101791382e-02-4.307770431041717529e-01j), (1.500000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.100000000000000000e+03+0.000000000000000000e+00j), (-8.873197436332702637e-02-1.806385517120361328e-01j), (3.806601762771606445e-01-1.292297337204217911e-02j), (1.487679928541183472e-01-1.649439930915832520e-01j), (-3.479856550693511963e-01-4.978959560394287109e-01j), (7.329232990741729736e-02+7.072979211807250977e-02j), (2.292229831218719482e-01+6.121550798416137695e-01j), (4.752877354621887207e-01-2.292117923498153687e-01j), (4.584517180919647217e-01-1.834220141172409058e-01j), (1.927407234907150269e-01+2.307741791009902954e-01j), (-6.860774159431457520e-01+1.798159927129745483e-01j), (4.291449189186096191e-01+8.469247072935104370e-02j), (-6.060450673103332520e-01-2.269618660211563110e-01j), (2.761577069759368896e-01+5.782648921012878418e-01j), (4.327996075153350830e-01+4.722060263156890869e-02j), (3.426095247268676758e-01-2.535813450813293457e-01j), (-3.031776845455169678e-01+4.338506236672401428e-02j), (-1.234965696930885315e-01-2.050336897373199463e-01j), (-8.623469620943069458e-03-9.008126258850097656e-01j), (9.130956605076789856e-04+1.702385991811752319e-01j), (1.507549080997705460e-02+3.425306379795074463e-01j), (5.908899474889039993e-03+1.596564427018165588e-02j), (-5.894284248352050781e-01-6.802030652761459351e-02j), (8.052829653024673462e-02+4.552648663520812988e-01j), (-3.605107367038726807e-01+5.209143161773681641e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.100000000000000000e+03+0.000000000000000000e+00j), (8.462394773960113525e-02-7.216317206621170044e-02j), (-4.713990911841392517e-02-4.118247926235198975e-01j), (2.442799955606460571e-01+6.507980078458786011e-02j), (-1.874278113245964050e-02+1.107430644333362579e-02j), (3.977963626384735107e-01-1.889843195676803589e-01j), (5.839627981185913086e-01+4.442648962140083313e-02j), (-4.553811252117156982e-01+2.997993528842926025e-01j), (4.123467952013015747e-02+2.121282070875167847e-01j), (4.686272442340850830e-01+2.250898480415344238e-01j), (-1.854020655155181885e-01+1.790980845689773560e-01j), (-4.283500015735626221e-01-5.538649391382932663e-03j), (-2.442763149738311768e-01-1.835007816553115845e-01j), (-9.059951454401016235e-02-9.404224902391433716e-02j), (2.045751959085464478e-01+1.180685535073280334e-01j), (-1.969503611326217651e-01-3.632498681545257568e-01j), (4.686540961265563965e-01+1.162922754883766174e-01j), (4.468632638454437256e-01-6.833420693874359131e-02j), (-1.105213388800621033e-01-3.213195800781250000e-01j), (-2.431324124336242676e-02+1.786805503070354462e-02j), (7.579268515110015869e-02-3.543034493923187256e-01j), (-2.486640363931655884e-01-6.062057614326477051e-01j), (-3.366490826010704041e-02+4.051509201526641846e-01j), (-1.790845394134521484e-01+1.759791076183319092e-01j), (2.393348962068557739e-01+4.508096575736999512e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.100000000000000000e+03+0.000000000000000000e+00j), (8.735763281583786011e-02+9.308280050754547119e-02j), (4.432067275047302246e-01-4.893311858177185059e-02j), (-2.558259963989257812e-01+1.133349984884262085e-01j), (-6.713388562202453613e-01+5.282459780573844910e-02j), (-5.064310878515243530e-02+2.406955212354660034e-01j), (1.284039914608001709e-01+4.541293382644653320e-01j), (-3.787242248654365540e-02-1.032547712326049805e+00j), (-3.762204200029373169e-02-7.438468933105468750e-01j), (2.586448751389980316e-02-2.420835010707378387e-02j), (-2.322983145713806152e-01+3.677939772605895996e-01j), (5.615917444229125977e-01-7.213910222053527832e-01j), (-1.184385195374488831e-01+2.692044377326965332e-01j), (7.286505699157714844e-01-1.315801888704299927e-01j), (1.204935908317565918e-01-1.861551105976104736e-01j), (7.068146020174026489e-02-3.535542488098144531e-01j), (-6.227425336837768555e-01+5.496582984924316406e-01j), (-3.942862749099731445e-01+4.111929237842559814e-01j), (-4.531424343585968018e-01-2.575738430023193359e-01j), (1.514238268136978149e-01+2.436995655298233032e-01j), (5.205640792846679688e-01+4.901439845561981201e-01j), (6.049284338951110840e-01+9.249245375394821167e-02j), (-5.260210633277893066e-01+1.332979500293731689e-01j), (6.316642165184020996e-01+5.580229312181472778e-02j), (-1.432280093431472778e-01+3.516077101230621338e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.100000000000000000e+03+0.000000000000000000e+00j), (-9.817829728126525879e-01-1.812849491834640503e-01j), (4.602361619472503662e-01+4.222537279129028320e-01j), (-2.909049987792968750e-01-5.890560150146484375e-01j), (1.860096007585525513e-01+7.258901745080947876e-02j), (-5.358104109764099121e-01+8.603940010070800781e-01j), (-4.706034958362579346e-01+3.615425527095794678e-01j), (9.039701819419860840e-01-4.897368550300598145e-01j), (-6.226327419281005859e-01+8.200444281101226807e-02j), (-1.535237789154052734e+00+1.364012360572814941e-01j), (3.295556604862213135e-01-4.070110246539115906e-02j), (5.691096782684326172e-01+4.367007687687873840e-02j), (3.600059077143669128e-02+3.738621771335601807e-01j), (1.199036538600921631e-01+6.393002867698669434e-01j), (-5.298870801925659180e-01-5.052531957626342773e-01j), (1.152539134025573730e+00+7.327845096588134766e-01j), (-2.800829112529754639e-01+1.760587692260742188e-01j), (-7.864230275154113770e-01+1.110643520951271057e-01j), (2.050557732582092285e-01+2.434261888265609741e-01j), (2.376938611268997192e-01-6.455112695693969727e-01j), (9.857934713363647461e-02+3.665619492530822754e-01j), (4.960954189300537109e-01+1.172360658645629883e+00j), (-4.408437013626098633e-01-4.261673688888549805e-01j), (-2.800765931606292725e-01-1.013337254524230957e+00j), (-7.739236354827880859e-01-2.830889821052551270e-01j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.100000000000000000e+03+0.000000000000000000e+00j), (3.219412267208099365e-01-7.966275811195373535e-01j), (-7.490667700767517090e-02-7.696272432804107666e-02j), (7.738280296325683594e-01-5.183510109782218933e-02j), (-9.785542637109756470e-02-1.470942497253417969e-01j), (-4.005444422364234924e-02-4.499202370643615723e-01j), (3.273431658744812012e-01+1.738894730806350708e-01j), (-3.390840068459510803e-02+8.457021713256835938e-01j), (2.443617582321166992e-01-1.592333167791366577e-01j), (4.867804348468780518e-01-5.437369346618652344e-01j), (-6.047481894493103027e-01+2.770705819129943848e-01j), (-3.663354516029357910e-01+3.837776780128479004e-01j), (-6.490652561187744141e-01-4.979968965053558350e-01j), (-5.247071981430053711e-01+2.282304912805557251e-01j), (7.532391548156738281e-01-1.799504272639751434e-03j), (-4.726973176002502441e-01+2.846210002899169922e-01j), (2.142801880836486816e-01-1.626739092171192169e-02j), (4.568018317222595215e-01-6.137773990631103516e-01j), (-7.028094958513975143e-03-6.378800272941589355e-01j), (3.654760122299194336e-01+2.823976874351501465e-01j), (-1.580879241228103638e-01-1.690542697906494141e-01j), (-9.293542504310607910e-01-4.518547952175140381e-01j), (-6.943424046039581299e-02-4.174726828932762146e-02j), (4.058955609798431396e-01+2.323527932167053223e-01j), (9.666630625724792480e-02+1.715433299541473389e-01j), (4.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.100000000000000000e+03+0.000000000000000000e+00j), (-3.568001687526702881e-01+5.191462635993957520e-01j), (-3.046451807022094727e-01-1.617726087570190430e-01j), (-3.866730034351348877e-01-1.791310012340545654e-01j), (2.215669602155685425e-01+9.923066943883895874e-02j), (1.549923568964004517e-01-4.671320691704750061e-02j), (9.203210473060607910e-02-5.916488766670227051e-01j), (9.194680303335189819e-02+1.126192696392536163e-02j), (3.524252772331237793e-02+4.027428030967712402e-01j), (-2.818740438669919968e-03+3.007736802101135254e-01j), (5.106996297836303711e-01-1.974132470786571503e-02j), (-2.926235832273960114e-02+1.590523719787597656e-01j), (2.205397039651870728e-01+4.286113679409027100e-01j), (2.008847892284393311e-01-4.509366676211357117e-02j), (-4.081088900566101074e-01-4.916916787624359131e-02j), (9.820625185966491699e-02-2.199659496545791626e-01j), (3.012105822563171387e-01-4.119511246681213379e-01j), (-1.259433776140213013e-01+6.995191331952810287e-03j), (-2.153286188840866089e-01+3.900672495365142822e-01j), (-3.289071321487426758e-01-2.936107516288757324e-01j), (-2.023937404155731201e-01-1.991916149854660034e-01j), (4.341850429773330688e-02+2.368814647197723389e-01j), (3.661722242832183838e-01+2.386606335639953613e-01j), (-4.781497418880462646e-01+5.288145691156387329e-02j), (3.790166974067687988e-01-8.468418568372726440e-02j), (5.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.100000000000000000e+03+0.000000000000000000e+00j), (-1.207519918680191040e-01-1.095391869544982910e+00j), (4.464152753353118896e-01-2.348567247390747070e-01j), (5.880979895591735840e-01-1.307490020990371704e-01j), (-4.476092457771301270e-01+6.557680964469909668e-01j), (-2.728090584278106689e-01+2.307603210210800171e-01j), (6.013578176498413086e-01+5.271306037902832031e-01j), (-5.885267853736877441e-01-3.069165349006652832e-02j), (-1.070824742317199707e+00-7.165014743804931641e-01j), (-5.493371486663818359e-01-7.455272674560546875e-01j), (-1.398925483226776123e-01+8.180174231529235840e-01j), (-3.585115075111389160e-01-6.015611290931701660e-01j), (-4.718564152717590332e-01+5.472150072455406189e-02j), (-1.853531002998352051e-01-2.391477376222610474e-01j), (3.373528420925140381e-01-6.959480047225952148e-01j), (-1.928923130035400391e-01+5.782937407493591309e-01j), (2.164138853549957275e-01+1.169878721237182617e+00j), (1.304536908864974976e-01+1.052705198526382446e-01j), (-5.096446275711059570e-01-1.231214106082916260e-01j), (9.730544090270996094e-01-1.040636077523231506e-01j), (7.514488101005554199e-01-1.430789232254028320e-01j), (-2.669471800327301025e-01-2.270666062831878662e-01j), (-4.834710657596588135e-01+3.376767635345458984e-01j), (8.502953052520751953e-01-1.155700922012329102e+00j), (-5.627005547285079956e-02+3.089838027954101562e-01j), (6.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.100000000000000000e+03+0.000000000000000000e+00j), (-6.132891178131103516e-01-3.130892515182495117e-01j), (6.239268183708190918e-02-1.288380771875381470e-01j), (-4.417499899864196777e-02-5.200459957122802734e-01j), (-2.998858094215393066e-01+3.875353634357452393e-01j), (-3.072312176227569580e-01+1.195821911096572876e-01j), (3.791749775409698486e-01-2.090823203325271606e-01j), (2.611806392669677734e-01-2.252651154994964600e-01j), (-4.965536892414093018e-01-4.068967401981353760e-01j), (-4.974557161331176758e-01-4.559892416000366211e-01j), (3.077256977558135986e-01+7.272090315818786621e-01j), (1.784799993038177490e-01-1.245217993855476379e-01j), (-3.509864211082458496e-01+6.698148250579833984e-01j), (3.138272464275360107e-01+9.556976705789566040e-02j), (-5.070982873439788818e-02-7.494785189628601074e-01j), (1.020036712288856506e-01+3.179660141468048096e-01j), (7.814712077379226685e-02+2.549509406089782715e-01j), (-4.390087425708770752e-01-1.073031127452850342e-01j), (-7.741784453392028809e-01+1.403418928384780884e-01j), (4.084368050098419189e-01-3.100677132606506348e-01j), (2.150889933109283447e-01+4.127573594450950623e-02j), (-2.015869319438934326e-01+5.576502084732055664e-01j), (-1.103334799408912659e-01+3.052687346935272217e-01j), (3.966674804687500000e-01-6.403143405914306641e-01j), (2.615073621273040771e-01+6.612800806760787964e-02j), (7.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (2.100000000000000000e+03+0.000000000000000000e+00j), (4.526999294757843018e-01+6.928682327270507812e-01j), (-3.650902956724166870e-02+1.352525199763476849e-03j), (7.627940177917480469e-01-4.305599927902221680e-01j), (-7.310738414525985718e-02-9.526462107896804810e-02j), (-2.913186252117156982e-01+4.148091077804565430e-01j), (-2.365276068449020386e-01-7.751000672578811646e-02j), (-5.819921493530273438e-01-2.655931115150451660e-01j), (-7.571375370025634766e-02+3.441924452781677246e-01j), (4.473774433135986328e-01+3.321503400802612305e-01j), (-3.253002762794494629e-01+2.006076127290725708e-01j), (-3.503136932849884033e-01+3.343241810798645020e-01j), (3.028610646724700928e-01+3.647216558456420898e-01j), (-6.491841673851013184e-01-4.807078838348388672e-01j), (8.493144065141677856e-02+4.773993492126464844e-01j), (5.625447034835815430e-01-4.503784179687500000e-01j), (2.882281541824340820e-01+1.096358969807624817e-01j), (-3.876144289970397949e-01+3.899410963058471680e-01j), (-8.828488737344741821e-02+1.436120569705963135e-01j), (3.890571296215057373e-01+6.251907348632812500e-01j), (-1.892993301153182983e-01+7.827960699796676636e-02j), (-3.371036350727081299e-01-7.000313997268676758e-01j), (-2.039948701858520508e-01-1.824425905942916870e-01j), (-4.337683916091918945e-01+3.162388205528259277e-01j), (-2.806535959243774414e-01-2.732916772365570068e-01j), (8.000000000000000000e+00+0.000000000000000000e+00j)
