Mach-Number,temperature,f,Mic1,Mic2,Mic3,Mic4,Mic5,Mic6,Mic7,Mic8,Mic9,Mic10,Mic11,Mic12,Mic13,Mic14,Mic15,Mic16,Mic17,Mic18,Mic19,Mic20,Mic21,Mic22,Mic23,Mic24,case
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.350000000000000000e+03+0.000000000000000000e+00j), (2.015349626541137695e+00+1.241369843482971191e+00j), (5.461632013320922852e-01-4.558953642845153809e-01j), (-1.368630051612854004e+00+1.112490057945251465e+00j), (-7.029214859008789062e+00-2.609663724899291992e+00j), (-3.440811872482299805e+00-1.693369388580322266e+00j), (2.798177242279052734e+00+2.473683118820190430e+00j), (-3.332963943481445312e+00+1.116410851478576660e+00j), (-5.244580268859863281e+00-9.630254507064819336e-01j), (-4.472025632858276367e-01+7.903574407100677490e-02j), (6.366551399230957031e+00+2.933783769607543945e+00j), (-1.286762118339538574e+00+1.015710234642028809e+00j), (6.357710361480712891e+00+1.338010311126708984e+00j), (-3.161197900772094727e+00-5.517303347587585449e-01j), (6.133270740509033203e+00-1.037305712699890137e+00j), (-2.139986276626586914e+00-1.882811903953552246e+00j), (-2.448888540267944336e+00-1.931289672851562500e+00j), (5.763389110565185547e+00-6.673095226287841797e-01j), (7.556406974792480469e+00+5.125982761383056641e-01j), (-3.034846782684326172e+00-1.457260012626647949e+00j), (6.885600090026855469e-01-7.620034217834472656e-01j), (6.126146316528320312e+00+1.541284918785095215e+00j), (4.272750854492187500e+00+2.561198472976684570e+00j), (-4.413105964660644531e+00-7.082868218421936035e-01j), (-1.596299767494201660e+00+1.631737470626831055e+00j), (1.400000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.350000000000000000e+03+0.000000000000000000e+00j), (-4.449166357517242432e-02-3.651434183120727539e-02j), (3.035402484238147736e-02-1.781676113605499268e-01j), (-6.764169931411743164e-01+4.875819981098175049e-01j), (-1.300810933113098145e+00+3.943549096584320068e-01j), (-3.440952003002166748e-01+1.114219520241022110e-02j), (5.940525531768798828e-01+1.366856098175048828e-01j), (-7.022405266761779785e-01+7.641317844390869141e-01j), (-6.343080997467041016e-01+3.952498137950897217e-01j), (4.680519104003906250e-01-1.383785754442214966e-01j), (1.210955619812011719e+00-1.560720503330230713e-01j), (-2.448166012763977051e-01+4.797796308994293213e-01j), (8.757743835449218750e-01-3.207658231258392334e-01j), (-8.328700065612792969e-01+6.305944919586181641e-01j), (4.316169619560241699e-01-6.264393329620361328e-01j), (-6.713275313377380371e-01+1.092863380908966064e-01j), (-3.651975840330123901e-02-5.616449117660522461e-01j), (9.964578747749328613e-01-1.061511158943176270e+00j), (7.478470206260681152e-01-4.512159228324890137e-01j), (-2.274440228939056396e-01-5.422433093190193176e-02j), (7.146036624908447266e-01-6.971275806427001953e-01j), (1.420819401741027832e+00-7.066049575805664062e-01j), (3.419500887393951416e-01+3.234311640262603760e-01j), (-2.856471836566925049e-01+2.815048396587371826e-01j), (-7.563926577568054199e-01+8.411878347396850586e-01j), (1.500000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (-4.605625629425048828e+00-4.647721767425537109e+00j), (-1.596872615814208984e+01-1.143703460693359375e+01j), (2.390000104904174805e+00-1.617149949073791504e+00j), (1.410791397094726562e+01+9.828625679016113281e+00j), (-2.708959579467773438e+00-4.234657883644104004e-01j), (-1.140039157867431641e+01-1.030173206329345703e+01j), (1.007019424438476562e+01+6.576141834259033203e+00j), (9.169786453247070312e+00+9.386479377746582031e+00j), (-7.816828489303588867e-01+2.209676980972290039e+00j), (-5.681359291076660156e+00-8.585016250610351562e+00j), (6.627162456512451172e+00+7.774174690246582031e+00j), (-2.399381875991821289e+00-7.118448734283447266e+00j), (1.675062942504882812e+01-2.289490938186645508e+00j), (7.689141750335693359e+00+4.955976486206054688e+00j), (1.370669555664062500e+01-1.311492323875427246e+00j), (-1.917698287963867188e+01-2.309561967849731445e+00j), (-1.164553165435791016e+01+2.549901962280273438e+00j), (1.932464408874511719e+01+4.633134841918945312e+00j), (-5.343589305877685547e+00-2.124363422393798828e+00j), (-2.082459068298339844e+01-1.858497858047485352e+00j), (-8.584154129028320312e+00+8.022930026054382324e-01j), (2.208010101318359375e+01+3.987409830093383789e+00j), (-1.100296592712402344e+01-2.840416669845581055e+00j), (1.704789733886718750e+01+2.548126459121704102e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (7.645238399505615234e+00+7.420261859893798828e+00j), (-1.309063911437988281e+00+1.467176795005798340e+00j), (7.075479984283447266e+00+7.005539894104003906e+00j), (-4.385695457458496094e+00-6.044018745422363281e+00j), (-8.646855354309082031e+00-7.109962940216064453e+00j), (9.698038697242736816e-01+4.476808071136474609e+00j), (2.361485719680786133e+00+9.525647759437561035e-01j), (-8.010946273803710938e+00-8.762786865234375000e+00j), (-1.015339469909667969e+01-8.284111022949218750e+00j), (4.430410385131835938e+00+6.847738742828369141e+00j), (1.719781517982482910e+00-4.020455479621887207e-01j), (9.257998466491699219e+00+8.965040206909179688e+00j), (3.799794435501098633e+00-1.358608603477478027e+00j), (-6.875832080841064453e+00-5.667341232299804688e+00j), (4.388637542724609375e+00-1.613587886095046997e-02j), (6.943575859069824219e+00+5.271190643310546875e+00j), (-2.739185810089111328e+00-6.047322750091552734e-01j), (-7.234202861785888672e+00-5.914209365844726562e+00j), (5.035333633422851562e+00+3.425038576126098633e+00j), (3.722207546234130859e+00+4.585019111633300781e+00j), (-2.677845716476440430e+00+5.100897550582885742e-01j), (-7.232079982757568359e+00-5.539678096771240234e+00j), (3.363514184951782227e+00+3.084312677383422852e+00j), (-5.033259868621826172e+00-4.881927490234375000e+00j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (3.837575435638427734e+00+3.333320617675781250e+00j), (4.027241170406341553e-01-8.807691335678100586e-01j), (3.943229913711547852e+00+4.590300083160400391e+00j), (-1.881208539009094238e+00-3.578283786773681641e+00j), (-3.401206016540527344e+00-5.398039817810058594e+00j), (1.537952542304992676e+00+2.892488002777099609e+00j), (1.470529437065124512e+00+2.717411279678344727e+00j), (-3.616231441497802734e+00-4.772529602050781250e+00j), (-4.616656303405761719e+00-5.352155208587646484e+00j), (2.600021600723266602e+00+5.724170207977294922e+00j), (7.545375227928161621e-01+2.131592512130737305e+00j), (4.444677352905273438e+00+7.353124618530273438e+00j), (9.122326970100402832e-01-8.836569190025329590e-01j), (-4.665313720703125000e+00-3.943144559860229492e+00j), (1.335743308067321777e+00+6.430788636207580566e-01j), (3.459751605987548828e+00+3.820528268814086914e+00j), (-1.515443205833435059e+00+1.783791333436965942e-01j), (-3.999072313308715820e+00-2.628181457519531250e+00j), (2.861786842346191406e+00+3.069524288177490234e+00j), (2.556055068969726562e+00+4.058283329010009766e+00j), (-5.696227550506591797e-01+1.875364184379577637e+00j), (-3.268516540527343750e+00-2.651373624801635742e+00j), (2.573728799819946289e+00+2.230863332748413086e+00j), (-2.056069374084472656e+00-3.817541599273681641e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (-1.174396991729736328e+00-2.837352037429809570e+00j), (-1.755978703498840332e+00-4.954122543334960938e+00j), (3.300159931182861328e+00+9.468929767608642578e-01j), (2.759093284606933594e+00-2.943162918090820312e+00j), (-1.047432199120521545e-01-5.163849830627441406e+00j), (2.202342510223388672e+00+1.691939830780029297e+00j), (6.034741878509521484e+00+5.768274784088134766e+00j), (2.498265027999877930e+00-6.943942904472351074e-01j), (-3.268632292747497559e-01-2.104836702346801758e+00j), (3.188101291656494141e+00+6.629074096679687500e+00j), (4.545269489288330078e+00+7.582501411437988281e+00j), (2.624952077865600586e+00+7.831538200378417969e+00j), (-3.166224002838134766e+00-3.481289863586425781e+00j), (-4.476480960845947266e+00-2.019608497619628906e+00j), (-1.393050670623779297e+00-1.406541913747787476e-01j), (-2.756002843379974365e-01+6.295929908752441406e+00j), (-2.593169510364532471e-01+4.832972526550292969e+00j), (1.420345664024353027e+00-2.127358466386795044e-01j), (2.262696743011474609e+00+4.227502822875976562e+00j), (2.976217746734619141e+00+8.391007423400878906e+00j), (4.521208763122558594e+00+6.896027565002441406e+00j), (3.836460113525390625e+00-2.455359220504760742e+00j), (2.592954397201538086e+00+2.506736755371093750e+00j), (1.409208893775939941e+00-7.394430160522460938e+00j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (-2.793618679046630859e+00-4.837186336517333984e+00j), (-7.594386935234069824e-01-2.484348535537719727e+00j), (-6.136760115623474121e-01-3.117899894714355469e+00j), (2.523810863494873047e+00+1.649143576622009277e+00j), (2.251621246337890625e+00+1.537954568862915039e+00j), (5.165010690689086914e-01-1.289459228515625000e+00j), (1.990512132644653320e+00+1.684127211570739746e+00j), (3.377072334289550781e+00+3.929774284362792969e+00j), (2.754957199096679688e+00+3.326145648956298828e+00j), (2.032325714826583862e-01-5.783035159111022949e-01j), (1.475367546081542969e+00+3.058697700500488281e+00j), (-1.406415462493896484e+00-1.332127332687377930e+00j), (-2.361251354217529297e+00-1.509922862052917480e+00j), (5.161891579627990723e-01+2.017039060592651367e+00j), (-1.730554580688476562e+00-7.270129323005676270e-01j), (-2.650735855102539062e+00+3.081967309117317200e-02j), (6.312227845191955566e-01+2.622895479202270508e+00j), (3.348967552185058594e+00+2.660344362258911133e+00j), (-7.722598314285278320e-01-1.353439986705780029e-01j), (-3.066302537918090820e-01+1.440813422203063965e+00j), (2.659795761108398438e+00+2.921886682510375977e+00j), (4.355410099029541016e+00+1.592414498329162598e+00j), (-3.239605128765106201e-01-4.741035401821136475e-01j), (2.382435798645019531e+00-7.717664241790771484e-01j), (4.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (-1.139649868011474609e+00-8.125684857368469238e-01j), (-9.644111990928649902e-01-1.072124481201171875e+00j), (3.609359860420227051e-01-3.516780138015747070e-01j), (7.874480485916137695e-01-7.389338016510009766e-01j), (4.111279547214508057e-02-9.818120002746582031e-01j), (4.655282497406005859e-01-2.383215725421905518e-02j), (1.907824754714965820e+00+7.536858916282653809e-01j), (1.171487450599670410e+00-9.943856298923492432e-02j), (4.040728807449340820e-01-2.131549715995788574e-01j), (9.954404234886169434e-01+9.695633053779602051e-01j), (1.793323993682861328e+00+1.398669719696044922e+00j), (7.144578099250793457e-01+1.280606508255004883e+00j), (-1.226011872291564941e+00-4.462555348873138428e-01j), (-7.302419543266296387e-01+1.030548140406608582e-01j), (-5.360596179962158203e-01+1.151405051350593567e-01j), (2.543255314230918884e-02+1.444435000419616699e+00j), (5.599490404129028320e-01+1.199911713600158691e+00j), (8.987544775009155273e-01-9.898373484611511230e-02j), (5.877883434295654297e-01+6.997824311256408691e-01j), (1.178493022918701172e+00+1.600211620330810547e+00j), (1.866277217864990234e+00+1.145830512046813965e+00j), (1.236743450164794922e+00-8.935614824295043945e-01j), (5.615653395652770996e-01+2.724910676479339600e-01j), (1.047113258391618729e-02-1.792503118515014648e+00j), (5.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (-2.067020177841186523e+00-2.495913743972778320e+00j), (-8.766140341758728027e-01-2.024303674697875977e+00j), (-1.691759973764419556e-01-1.111189961433410645e+00j), (2.207518339157104492e+00+1.252046674489974976e-01j), (1.534336924552917480e+00-4.171290695667266846e-01j), (2.486088424921035767e-01-3.302536010742187500e-01j), (1.989482402801513672e+00+1.828520894050598145e+00j), (2.708265542984008789e+00+1.487591862678527832e+00j), (1.826198935508728027e+00+8.820123076438903809e-01j), (1.204177215695381165e-01+9.138172268867492676e-01j), (1.534783363342285156e+00+2.816342115402221680e+00j), (-8.967733383178710938e-01+9.434961676597595215e-01j), (-1.562442064285278320e+00-1.266495108604431152e+00j), (-3.310898691415786743e-02+3.434103727340698242e-01j), (-1.065755009651184082e+00-2.932387292385101318e-01j), (-1.821359157562255859e+00+1.516901135444641113e+00j), (2.751657664775848389e-01+2.070789813995361328e+00j), (2.379408359527587891e+00+7.901220917701721191e-01j), (-2.911494672298431396e-01+8.708471655845642090e-01j), (-7.172409445047378540e-02+2.396780490875244141e+00j), (1.995926022529602051e+00+2.484258651733398438e+00j), (3.268379926681518555e+00-1.489677578210830688e-01j), (4.533728351816534996e-04+3.942819237709045410e-01j), (1.822813510894775391e+00-1.947521924972534180e+00j), (6.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (-4.555795192718505859e-01+1.770491339266300201e-02j), (-1.109236925840377808e-01+1.744218021631240845e-01j), (-4.998700022697448730e-01-2.814489901065826416e-01j), (1.177276596426963806e-01+2.119428962469100952e-01j), (2.837695181369781494e-01+3.402527272701263428e-01j), (-2.364361137151718140e-01-3.129304647445678711e-01j), (-1.617539525032043457e-01-4.218973517417907715e-01j), (3.645567893981933594e-01+1.580429822206497192e-01j), (4.641915261745452881e-01+2.345123291015625000e-01j), (-2.906526029109954834e-01-5.845288634300231934e-01j), (9.222804568707942963e-03-4.142245650291442871e-01j), (-4.221318066120147705e-01-6.085320711135864258e-01j), (-1.349903736263513565e-02+3.441333174705505371e-01j), (5.425116419792175293e-01+3.032505810260772705e-01j), (-5.626866966485977173e-02+1.144598796963691711e-01j), (-2.127363085746765137e-01-3.292475044727325439e-01j), (2.397404164075851440e-01-2.261801809072494507e-01j), (3.596544563770294189e-01+4.883344471454620361e-02j), (-2.408545613288879395e-01-2.852857410907745361e-01j), (-1.677055954933166504e-01-5.528331398963928223e-01j), (5.914510414004325867e-02-5.046207308769226074e-01j), (1.633563190698623657e-01+6.163992732763290405e-02j), (-2.528364956378936768e-01-2.354027628898620605e-01j), (2.041907422244548798e-02+3.701594769954681396e-01j), (7.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (-1.194926723837852478e-01+1.126600837707519531e+01j), (-5.827257156372070312e+00-6.376373291015625000e+00j), (5.707829952239990234e+00+1.311499977111816406e+01j), (9.491228461265563965e-01+6.887539029121398926e-01j), (-5.402856826782226562e+00-7.935248374938964844e+00j), (2.033720493316650391e+00+2.506964206695556641e+00j), (5.941392421722412109e+00+4.164515972137451172e+00j), (-2.089974164962768555e+00-4.458343982696533203e+00j), (-4.336895465850830078e+00-5.230945110321044922e+00j), (7.259606838226318359e+00+3.792569875717163086e+00j), (1.493728280067443848e+00-2.861641883850097656e+00j), (7.383455276489257812e+00+1.319573044776916504e+00j), (1.384787273406982422e+01+1.135723590850830078e+01j), (-9.344475746154785156e+00-6.257237434387207031e+00j), (1.414866828918457031e+01+1.372967433929443359e+01j), (-6.056991577148437500e+00-5.739482402801513672e+00j), (-1.562297439575195312e+01-1.763690757751464844e+01j), (3.363192081451416016e+00+2.533307373523712158e-01j), (7.038356781005859375e+00+8.963669776916503906e+00j), (-8.300750732421875000e+00-1.200492763519287109e+01j), (-8.689254760742187500e+00-1.854212188720703125e+01j), (9.503242492675781250e+00+8.460886955261230469e+00j), (2.975989341735839844e+00+7.654825210571289062e+00j), (8.128702163696289062e+00+1.634276580810546875e+01j), (8.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (-2.234025955200195312e+00-1.446471452713012695e+00j), (-3.621822893619537354e-01+2.505563497543334961e+00j), (-1.037499979138374329e-01-4.390799999237060547e-01j), (1.955258965492248535e+00-6.450982093811035156e-01j), (1.698382019996643066e+00+1.388684749603271484e+00j), (9.708772301673889160e-01+2.041188001632690430e+00j), (3.888702690601348877e-01-1.970741748809814453e+00j), (9.666165709495544434e-01-1.834732294082641602e+00j), (8.193465471267700195e-01-5.245935320854187012e-01j), (1.289331436157226562e+00+1.720467925071716309e+00j), (-1.340237259864807129e+00-2.565349102020263672e+00j), (1.044804930686950684e+00+1.952948927879333496e+00j), (-4.734963774681091309e-01-1.398830294609069824e+00j), (-1.142309904098510742e+00-1.580651640892028809e+00j), (-9.567430615425109863e-01-1.182003021240234375e+00j), (-1.951440691947937012e+00+2.581542968750000000e+00j), (-1.153639435768127441e+00+8.988296389579772949e-01j), (1.202640891075134277e+00-2.520841121673583984e+00j), (-2.071384906768798828e+00-3.843143582344055176e-01j), (-2.358625173568725586e+00+1.350859999656677246e+00j), (2.377961724996566772e-01+5.435317158699035645e-01j), (3.897418975830078125e+00-1.449357509613037109e+00j), (-2.209516048431396484e+00-8.238792419433593750e-01j), (3.711123466491699219e+00-1.618449836969375610e-01j), (9.000000000000000000e+00+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (1.026992201805114746e-01-5.008666515350341797e+00j), (6.613450497388839722e-02+7.708039879798889160e-01j), (-2.110850095748901367e+00-5.779650211334228516e+00j), (-4.311818629503250122e-02-5.113185882568359375e+00j), (8.721536397933959961e-01-1.524802893400192261e-01j), (-1.050722002983093262e+00+2.694488048553466797e+00j), (-3.770770311355590820e+00-5.071878433227539062e+00j), (-1.193067789077758789e+00-4.526455879211425781e+00j), (9.896358847618103027e-01+6.111224889755249023e-01j), (8.317125439643859863e-01+7.752897262573242188e+00j), (-3.684573650360107422e+00-2.893589496612548828e+00j), (2.452410221099853516e+00+9.034399032592773438e+00j), (-5.627397298812866211e-01-5.097695350646972656e+00j), (3.045915365219116211e+00-2.284843683242797852e+00j), (2.102591276168823242e+00-7.952443957328796387e-01j), (2.836573421955108643e-01+6.190273284912109375e+00j), (1.618278384208679199e+00+4.641868591308593750e+00j), (3.908208608627319336e+00+3.617283403873443604e-01j), (-1.993685722351074219e+00+1.189219236373901367e+00j), (-3.104909181594848633e+00+4.503787994384765625e+00j), (-1.747697949409484863e+00+3.952569961547851562e+00j), (3.098823308944702148e+00+4.348196685314178467e-01j), (-4.856122970581054688e+00-3.011698007583618164e+00j), (3.032602071762084961e+00-1.488108634948730469e+00j), (1.000000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (2.921075820922851562e-01+1.511602044105529785e+00j), (-2.187455892562866211e+00+3.157421112060546875e+00j), (5.707029819488525391e+00+2.008019924163818359e+00j), (5.662339210510253906e+00+1.445609688758850098e+00j), (7.820003628730773926e-01+2.160583734512329102e+00j), (1.015369176864624023e+00+1.392755746841430664e+00j), (6.063883781433105469e+00-2.513512611389160156e+00j), (3.631079196929931641e+00-1.563269853591918945e+00j), (-6.229114532470703125e-01-7.999285459518432617e-01j), (-1.259284496307373047e+00-7.608122229576110840e-01j), (1.209008812904357910e+00-4.851462364196777344e+00j), (-3.200672626495361328e+00-4.752222895622253418e-01j), (4.799160480499267578e+00+1.706789433956146240e-01j), (-3.411119699478149414e+00+4.653001427650451660e-01j), (7.249950170516967773e-01+9.700295329093933105e-02j), (-7.542665481567382812e+00+7.605106234550476074e-01j), (-8.102726936340332031e+00-7.200580835342407227e-01j), (2.768603861331939697e-01-1.933369636535644531e+00j), (-1.318074345588684082e+00-1.891186714172363281e+00j), (-6.366726875305175781e+00-2.584184169769287109e+00j), (-3.312466859817504883e+00-3.328307628631591797e+00j), (5.910840511322021484e+00-3.140816986560821533e-01j), (1.457371473312377930e+00-1.930709600448608398e+00j), (7.032431602478027344e+00+3.402732610702514648e+00j), (1.100000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (2.214900255203247070e+00+3.680404663085937500e+00j), (1.112953901290893555e+00+8.931860327720642090e-01j), (4.610400199890136719e+00+1.350090026855468750e+00j), (2.848804473876953125e+00+1.611182808876037598e+00j), (6.273714303970336914e-01+4.256137609481811523e-01j), (4.196904897689819336e-01-2.647918224334716797e+00j), (3.965195655822753906e+00-1.399427801370620728e-01j), (2.345869302749633789e+00+1.427992701530456543e+00j), (-1.136879801750183105e+00+2.559609152376651764e-02j), (-4.159351825714111328e+00-5.163780689239501953e+00j), (2.042016267776489258e+00+1.341204494237899780e-01j), (-5.910282135009765625e+00-4.658416748046875000e+00j), (1.862561225891113281e+00+1.548233151435852051e+00j), (-1.587594628334045410e+00+4.050741672515869141e+00j), (-2.074437379837036133e+00+7.468201518058776855e-01j), (-2.076366424560546875e+00-1.121244311332702637e+00j), (-3.054258346557617188e+00+5.961320400238037109e-01j), (-4.470595836639404297e+00+4.321763813495635986e-01j), (1.125221401453018188e-01-1.249070763587951660e+00j), (5.093067139387130737e-02-1.575685024261474609e+00j), (-1.057608246803283691e+00-2.044302463531494141e+00j), (-2.987041473388671875e+00-2.266625404357910156e+00j), (4.291928768157958984e+00-6.297998875379562378e-02j), (-5.651465654373168945e-01-1.134145021438598633e+00j), (1.200000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (1.531658411026000977e+00+4.975507557392120361e-01j), (3.077853202819824219e+00+1.113532185554504395e+00j), (1.295600056648254395e+00-3.985260009765625000e+00j), (3.671424686908721924e-01-3.636648654937744141e+00j), (1.503273248672485352e+00-8.037391304969787598e-01j), (9.589068293571472168e-01-1.873962521553039551e+00j), (-2.123818397521972656e+00-3.454194545745849609e+00j), (-1.350514411926269531e+00-1.474004387855529785e+00j), (-7.098337411880493164e-01+6.910567879676818848e-01j), (-1.288771629333496094e+00-7.815825343132019043e-01j), (-3.118730545043945312e+00+5.797773599624633789e-01j), (-1.178732395172119141e+00+5.665535926818847656e-01j), (-6.425470709800720215e-01-3.007811546325683594e+00j), (5.501291155815124512e-01+3.506232261657714844e+00j), (-8.496102690696716309e-01-6.120880842208862305e-01j), (1.792839765548706055e+00+4.680359840393066406e+00j), (5.712512135505676270e-01+6.086206436157226562e+00j), (-2.801766395568847656e+00+1.915242969989776611e-01j), (-9.427669644355773926e-01+8.931950926780700684e-01j), (-1.682720333337783813e-01+4.742139816284179688e+00j), (-1.757644295692443848e+00+2.683761835098266602e+00j), (-2.469286441802978516e+00-4.961975097656250000e+00j), (-4.071637094020843506e-01-4.168235361576080322e-01j), (5.877992510795593262e-01-6.259502410888671875e+00j), (1.300000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (3.273881599307060242e-02+1.982707500457763672e+00j), (2.028438597917556763e-01-1.687225222587585449e+00j), (-8.100510239601135254e-01+2.984210014343261719e+00j), (-1.603156566619873047e+00+3.093180179595947266e+00j), (-9.066673517227172852e-01-3.361168503761291504e-01j), (-4.346376955509185791e-01-1.710146903991699219e+00j), (7.842639088630676270e-01+4.130549430847167969e+00j), (2.964981496334075928e-01+3.363518714904785156e+00j), (-6.363569200038909912e-02-7.474283128976821899e-02j), (-9.451095461845397949e-01-3.793250322341918945e+00j), (2.733998298645019531e+00+2.994235515594482422e+00j), (-1.312239646911621094e+00-4.658483982086181641e+00j), (-1.311552405357360840e+00+3.192227602005004883e+00j), (-1.879622787237167358e-01+5.171192288398742676e-01j), (-1.717987537384033203e+00+5.391444563865661621e-01j), (1.980503559112548828e+00-4.454311370849609375e+00j), (2.028364181518554688e+00-3.221748352050781250e+00j), (-2.079134464263916016e+00+6.526049971580505371e-01j), (1.603938102722167969e+00-3.611753880977630615e-01j), (4.203364849090576172e+00-2.490954160690307617e+00j), (2.547969818115234375e+00-1.349695205688476562e+00j), (-4.028801918029785156e+00+8.926034569740295410e-01j), (2.716052055358886719e+00+2.047563076019287109e+00j), (-4.789681911468505859e+00+7.198604345321655273e-01j), (1.400000000000000000e+01+0.000000000000000000e+00j)
 (8.454810495626821631e-02+0.000000000000000000e+00j), (2.960000000000000000e+02+0.000000000000000000e+00j), (1.370000000000000000e+03+0.000000000000000000e+00j), (-1.426886320114135742e+00-6.846022605895996094e-01j), (-1.125152468681335449e+00+1.333244442939758301e+00j), (9.026490151882171631e-02+3.438149988651275635e-01j), (6.713417172431945801e-01-3.148769140243530273e-01j), (1.524849236011505127e-01+6.859193444252014160e-01j), (9.541719555854797363e-01+1.668526530265808105e+00j), (1.977294981479644775e-01-8.559083938598632812e-01j), (-2.552183568477630615e-01-1.185375690460205078e+00j), (1.228311583399772644e-01-4.434456229209899902e-01j), (2.444081306457519531e+00+1.296911716461181641e+00j), (-1.154468297958374023e+00-1.617733001708984375e+00j), (2.445284128189086914e+00+1.049293994903564453e+00j), (7.062504291534423828e-01-9.363811612129211426e-01j), (-1.340717673301696777e+00-1.494331955909729004e+00j), (1.106219291687011719e+00-9.156782031059265137e-01j), (-1.622662782669067383e+00+1.323268055915832520e+00j), (-1.929681420326232910e+00-6.282092630863189697e-02j), (1.835080981254577637e+00-1.897927045822143555e+00j), (-5.517061948776245117e-01-1.753038726747035980e-02j), (-2.491716861724853516e+00+5.914171934127807617e-01j), (-8.070510625839233398e-01-6.909448653459548950e-02j), (4.083173751831054688e+00-4.955015182495117188e-01j), (-1.660664916038513184e+00-2.593113109469413757e-02j), (3.641144752502441406e+00+7.497444152832031250e-01j), (1.500000000000000000e+01+0.000000000000000000e+00j)
