# Mach-Number upstream,Mach-Number downstream,temperature upstream,temperature downstream,f,Mic1 US,Mic2 US,Mic3 US,Mic1 Liner,Mic2 Liner,Mic3 Liner,Mic4 Liner,Mic5 Liner,Mic6 Liner,Mic7 Liner,Mic8 Liner,Mic9 Liner,Mic10 Liner,Mic1 DS,Mic2 DS,Mic3 DS,case
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.290000000000000000e+03+0.000000000000000000e+00j), (1.825436651706695557e-01-8.630955219268798828e-01j), (1.069416642189025879e+00+1.165422797203063965e+00j), (8.953313231468200684e-01+1.242948323488235474e-01j), (-8.276362419128417969e-01+1.969965547323226929e-01j), (-9.612801074981689453e-01+1.387992620468139648e+00j), (-9.414004161953926086e-03+7.920250892639160156e-01j), (1.415211796760559082e+00-2.600340545177459717e-01j), (1.188219428062438965e+00-3.907980322837829590e-01j), (-5.766417384147644043e-01-4.383890628814697266e-01j), (-1.544093489646911621e+00-6.864432096481323242e-01j), (-5.188239812850952148e-01+9.655522555112838745e-02j), (6.439731717109680176e-01+1.379646301269531250e+00j), (5.341620445251464844e-01+1.057709574699401855e+00j), (-1.211411595344543457e+00+7.851793766021728516e-01j), (-7.298777103424072266e-01+5.797403454780578613e-01j), (-9.163140654563903809e-01-1.092538356781005859e+00j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.290000000000000000e+03+0.000000000000000000e+00j), (4.560421407222747803e-01-9.717876315116882324e-01j), (4.286631643772125244e-01-8.294962048530578613e-01j), (1.064661026000976562e+00+3.115003705024719238e-01j), (2.035693377256393433e-01-8.023709654808044434e-01j), (9.874573945999145508e-01+7.778245806694030762e-01j), (-2.999075353145599365e-01+1.183660626411437988e+00j), (-8.381639122962951660e-01-6.263371706008911133e-01j), (6.574710607528686523e-01-1.364479184150695801e+00j), (1.080826044082641602e+00+4.468016028404235840e-01j), (-8.223286271095275879e-01+1.236549496650695801e+00j), (-1.320648670196533203e+00-3.614014685153961182e-01j), (7.322450280189514160e-01-1.102778077125549316e+00j), (1.544046044349670410e+00+6.076970696449279785e-01j), (1.097690343856811523e+00+5.994575619697570801e-01j), (-7.404906153678894043e-01+1.371170282363891602e+00j), (-4.898068010807037354e-01+1.254859089851379395e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.300000000000000000e+03+0.000000000000000000e+00j), (-6.515633314847946167e-02-9.146319031715393066e-01j), (9.384021759033203125e-01+3.215643465518951416e-01j), (8.886078596115112305e-01-1.737318933010101318e-01j), (-5.552728176116943359e-01+1.444448828697204590e-01j), (-3.559163212776184082e-02+1.194331526756286621e+00j), (2.561657726764678955e-01+7.724538445472717285e-01j), (6.586426496505737305e-01-5.634130835533142090e-01j), (6.586575508117675781e-01-8.625000715255737305e-01j), (-2.819733917713165283e-01-1.514708250761032104e-01j), (-1.221561193466186523e+00+2.335799187421798706e-01j), (-5.286368131637573242e-01+2.678546309471130371e-01j), (8.360072374343872070e-01+5.030397176742553711e-01j), (9.120729565620422363e-01+4.893656373023986816e-01j), (-3.775784075260162354e-01+9.022923111915588379e-01j), (-2.703050076961517334e-01+7.893054485321044922e-01j), (-9.578996300697326660e-01-2.631743848323822021e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.300000000000000000e+03+0.000000000000000000e+00j), (-3.651380166411399841e-02-1.225749492645263672e+00j), (1.279879093170166016e+00+4.896640479564666748e-01j), (1.196397304534912109e+00-1.916861385107040405e-01j), (-7.482584714889526367e-01+1.880162060260772705e-01j), (-1.012769415974617004e-01+1.623263120651245117e+00j), (3.168087303638458252e-01+1.043554186820983887e+00j), (9.258989095687866211e-01-7.514683008193969727e-01j), (9.244174957275390625e-01-1.127061486244201660e+00j), (-4.022615253925323486e-01-2.054649293422698975e-01j), (-1.674738049507141113e+00+2.758003175258636475e-01j), (-7.071704864501953125e-01+3.523251712322235107e-01j), (1.138583064079284668e+00+7.162076234817504883e-01j), (1.220910310745239258e+00+6.938806772232055664e-01j), (-5.331841707229614258e-01+1.221573591232299805e+00j), (-3.678059577941894531e-01+1.044339776039123535e+00j), (-1.305766582489013672e+00-3.734827637672424316e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.300000000000000000e+03+0.000000000000000000e+00j), (-2.111190110445022583e-01-1.001842975616455078e+00j), (-1.987955272197723389e-01-1.040045619010925293e+00j), (1.001051068305969238e+00-3.047267496585845947e-01j), (-1.157699897885322571e-01-8.403002619743347168e-01j), (1.362856864929199219e+00+6.540560722351074219e-02j), (2.693466544151306152e-01+1.097297310829162598e+00j), (-1.223108649253845215e+00-1.798437386751174927e-01j), (-1.646670252084732056e-01-1.486863493919372559e+00j), (1.238130807876586914e+00+3.105848468840122223e-02j), (-7.016430050134658813e-02+1.583658695220947266e+00j), (-1.272768616676330566e+00+1.378236860036849976e-01j), (2.378470152616500854e-01-1.505158901214599609e+00j), (1.597007155418395996e+00-1.106816753745079041e-01j), (1.453394532203674316e+00+1.969826668500900269e-01j), (-2.112356871366500854e-01+1.417694211006164551e+00j), (-1.186490654945373535e-01+1.563901185989379883e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.310000000000000000e+03+0.000000000000000000e+00j), (-7.020897269248962402e-01-6.877977252006530762e-01j), (6.570931077003479004e-01-2.148696631193161011e-01j), (5.642150044441223145e-01-7.840757966041564941e-01j), (-4.855810403823852539e-01+3.844244182109832764e-01j), (6.574282646179199219e-01+6.534503102302551270e-01j), (7.919891476631164551e-01+4.146519601345062256e-01j), (9.692385047674179077e-02-5.661979913711547852e-01j), (-2.394823580980300903e-01-9.883187413215637207e-01j), (-2.586410045623779297e-01-1.314495801925659180e-01j), (-4.901225566864013672e-01+9.093010425567626953e-01j), (-2.106495052576065063e-01+6.654136776924133301e-01j), (6.858285069465637207e-01-2.068389654159545898e-01j), (9.249619245529174805e-01-4.002347290515899658e-01j), (3.576621115207672119e-01+6.802464723587036133e-01j), (4.404421746730804443e-01+7.022778391838073730e-01j), (-6.526520848274230957e-01+4.892503023147583008e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.310000000000000000e+03+0.000000000000000000e+00j), (-5.884569883346557617e-01-1.169647932052612305e+00j), (9.229719042778015137e-01+2.756321802735328674e-03j), (1.051407217979431152e+00-7.401326894760131836e-01j), (-7.744379639625549316e-01+2.691177129745483398e-01j), (5.589252710342407227e-01+1.108363389968872070e+00j), (8.245148062705993652e-01+8.671013116836547852e-01j), (3.670054972171783447e-01-6.772547960281372070e-01j), (1.004196181893348694e-01-1.372747540473937988e+00j), (-2.501242458820343018e-01-2.639524042606353760e-01j), (-1.009458661079406738e+00+9.427081346511840820e-01j), (-5.542258024215698242e-01+7.389190793037414551e-01j), (9.560309648513793945e-01+4.539463203400373459e-03j), (1.345070600509643555e+00-1.215517744421958923e-01j), (1.738517582416534424e-01+1.018248200416564941e+00j), (2.722392976284027100e-01+1.085761785507202148e+00j), (-1.040585875511169434e+00+3.503877818584442139e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.310000000000000000e+03+0.000000000000000000e+00j), (1.360190063714981079e-01-4.807353913784027100e-01j), (1.634744703769683838e-01-4.933572709560394287e-01j), (4.843338727951049805e-01+1.235736235976219177e-01j), (1.932405680418014526e-01-3.702182769775390625e-01j), (5.399872660636901855e-01+3.810471594333648682e-01j), (-1.980777382850646973e-01+4.967666268348693848e-01j), (-4.523816704750061035e-01-4.238785207271575928e-01j), (3.437021076679229736e-01-6.156970262527465820e-01j), (4.707067906856536865e-01+3.964090943336486816e-01j), (-4.765656292438507080e-01+5.998653173446655273e-01j), (-4.911953806877136230e-01-3.409298360347747803e-01j), (5.627248287200927734e-01-5.110960006713867188e-01j), (5.992833971977233887e-01+4.454021751880645752e-01j), (4.859687089920043945e-01+5.512586832046508789e-01j), (-5.256736874580383301e-01+3.727469742298126221e-01j), (-6.002119183540344238e-01+5.040296316146850586e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.320000000000000000e+03+0.000000000000000000e+00j), (-8.914935588836669922e-01-2.265851348638534546e-01j), (4.443696439266204834e-01-1.861807852983474731e-01j), (8.400272578001022339e-02-9.238651394844055176e-01j), (-3.835805058479309082e-01+6.117001175880432129e-01j), (6.059647202491760254e-01+2.072081714868545532e-01j), (8.941199779510498047e-01-5.690917745232582092e-02j), (1.715331897139549255e-02-3.675392866134643555e-01j), (-6.855039000511169434e-01-5.845084190368652344e-01j), (-3.914954662322998047e-01-1.757180839776992798e-01j), (7.024202495813369751e-02+7.681703567504882812e-01j), (1.908579617738723755e-01+7.255845069885253906e-01j), (3.288720548152923584e-01-3.188031911849975586e-01j), (4.643717408180236816e-01-8.021402359008789062e-01j), (4.801126718521118164e-01+2.755851149559020996e-01j), (7.503299117088317871e-01+3.108246922492980957e-01j), (-2.128597348928451538e-01+6.030197143554687500e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.320000000000000000e+03+0.000000000000000000e+00j), (-9.634716510772705078e-01-8.400560617446899414e-01j), (6.085721850395202637e-01-3.451242577284574509e-03j), (6.861653327941894531e-01-1.080449342727661133e+00j), (-8.456655144691467285e-01+4.734557867050170898e-01j), (6.664336919784545898e-01+5.902574062347412109e-01j), (1.143689513206481934e+00+5.117834210395812988e-01j), (1.948941498994827271e-01-4.125048816204071045e-01j), (-4.749249815940856934e-01-1.166847348213195801e+00j), (-3.253408074378967285e-01-4.027152657508850098e-01j), (-3.952508568763732910e-01+1.040670633316040039e+00j), (-2.608347237110137939e-01+1.003268718719482422e+00j), (5.883237719535827637e-01-2.223066240549087524e-01j), (1.074751853942871094e+00-6.773310899734497070e-01j), (4.321623742580413818e-01+6.543141007423400879e-01j), (7.071402072906494141e-01+8.416413068771362305e-01j), (-6.233271956443786621e-01+6.241996884346008301e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.320000000000000000e+03+0.000000000000000000e+00j), (-9.940313547849655151e-02-4.408206045627593994e-01j), (-8.541080355644226074e-02-5.006865859031677246e-01j), (4.332810938358306885e-01-8.506286144256591797e-02j), (4.708515107631683350e-02-3.856942653656005859e-01j), (6.214885115623474121e-01+1.004903167486190796e-01j), (-7.115835789591073990e-03+4.718328416347503662e-01j), (-5.676888227462768555e-01-2.015007138252258301e-01j), (8.528629690408706665e-02-6.200959682464599609e-01j), (5.392217040061950684e-01+2.329207211732864380e-01j), (-1.956450939178466797e-01+6.690426468849182129e-01j), (-5.063224434852600098e-01-1.800971925258636475e-01j), (3.248640894889831543e-01-6.381017565727233887e-01j), (5.836979746818542480e-01+2.024425715208053589e-01j), (5.836049914360046387e-01+3.476373553276062012e-01j), (-3.758483529090881348e-01+3.879242539405822754e-01j), (-3.908403813838958740e-01+6.039125323295593262e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.330000000000000000e+03+0.000000000000000000e+00j), (-9.080106616020202637e-01-5.882695317268371582e-01j), (5.517250299453735352e-01+1.897586584091186523e-01j), (4.469984769821166992e-01-1.034488677978515625e+00j), (-8.252264261245727539e-01+5.990159511566162109e-01j), (4.382292330265045166e-01+4.375216364860534668e-01j), (1.125062465667724609e+00+2.632386088371276855e-01j), (3.326512575149536133e-01-2.924120128154754639e-01j), (-5.805940628051757812e-01-8.603874444961547852e-01j), (-4.690532088279724121e-01-4.766969978809356689e-01j), (-1.793613880872726440e-01+8.069464564323425293e-01j), (-2.363877370953559875e-02+1.023316740989685059e+00j), (4.101196229457855225e-01-1.161728128790855408e-01j), (8.174790740013122559e-01-8.142396807670593262e-01j), (3.739711344242095947e-01+4.532678425312042236e-01j), (8.192311525344848633e-01+6.458157300949096680e-01j), (-4.230901896953582764e-01+5.856122374534606934e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.330000000000000000e+03+0.000000000000000000e+00j), (-7.949327826499938965e-01+2.561392784118652344e-01j), (-9.624180197715759277e-01+2.174265831708908081e-01j), (-1.675122976303100586e-01-7.861698865890502930e-01j), (-7.496778964996337891e-01-1.441748589277267456e-01j), (1.778413802385330200e-01-1.183057904243469238e+00j), (8.510417342185974121e-01+9.736751019954681396e-02j), (-4.417996108531951904e-01+1.110557556152343750e+00j), (-1.126639366149902344e+00-2.253268063068389893e-01j), (5.792422890663146973e-01-1.041366934776306152e+00j), (1.232322931289672852e+00+4.263965785503387451e-01j), (-5.209124684333801270e-01+9.079083800315856934e-01j), (-1.208293676376342773e+00-7.492576241493225098e-01j), (5.688439607620239258e-01-1.024636268615722656e+00j), (8.267940282821655273e-01-1.042945623397827148e+00j), (5.343607068061828613e-01+9.353904128074645996e-01j), (9.867385029792785645e-01+9.867143630981445312e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.340000000000000000e+03+0.000000000000000000e+00j), (-7.350174784660339355e-01+7.701642811298370361e-02j), (6.658157110214233398e-01-2.510909549891948700e-02j), (-2.762609720230102539e-01-7.985021471977233887e-01j), (-1.904192119836807251e-01+9.398223161697387695e-01j), (3.435238897800445557e-01+2.226523607969284058e-01j), (8.089537620544433594e-01-4.998616874217987061e-01j), (2.568306624889373779e-01-4.558401703834533691e-01j), (-7.353600859642028809e-01-1.545372456312179565e-01j), (-7.353010177612304688e-01-1.405348163098096848e-02j), (2.020194381475448608e-01+4.722239375114440918e-01j), (6.616370081901550293e-01+6.634668707847595215e-01j), (2.568795084953308105e-01-1.066605225205421448e-01j), (-4.580244049429893494e-02-9.309073090553283691e-01j), (3.459979295730590820e-01+9.963107109069824219e-02j), (9.129362702369689941e-01-1.484119743108749390e-01j), (7.055290788412094116e-02+5.099692344665527344e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.340000000000000000e+03+0.000000000000000000e+00j), (-8.959891796112060547e-01-1.441128700971603394e-01j), (7.821851372718811035e-01+1.944033801555633545e-01j), (-6.899380683898925781e-02-1.028052926063537598e+00j), (-5.092701315879821777e-01+1.039624929428100586e+00j), (3.507743179798126221e-01+3.563618361949920654e-01j), (1.102828741073608398e+00-3.398692309856414795e-01j), (4.339016079902648926e-01-4.470537900924682617e-01j), (-8.186702132225036621e-01-3.934235572814941406e-01j), (-8.515848517417907715e-01-2.473608702421188354e-01j), (1.073632165789604187e-01+6.102023124694824219e-01j), (5.749909281730651855e-01+9.764181375503540039e-01j), (3.338849246501922607e-01-5.539557710289955139e-02j), (2.334454953670501709e-01-1.107676982879638672e+00j), (4.003776609897613525e-01+2.326138466596603394e-01j), (1.112529873847961426e+00+8.684032410383224487e-02j), (-6.601694226264953613e-02+6.169475913047790527e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.340000000000000000e+03+0.000000000000000000e+00j), (-5.749861598014831543e-01+5.746293663978576660e-01j), (-6.903885602951049805e-01+7.760138511657714844e-01j), (-4.430663883686065674e-01-6.822400093078613281e-01j), (-9.002034664154052734e-01+2.315096110105514526e-01j), (-4.191922247409820557e-01-1.075652360916137695e+00j), (9.199488759040832520e-01-1.746802031993865967e-01j), (1.689801663160324097e-01+1.233948707580566406e+00j), (-1.089763402938842773e+00+1.339965462684631348e-01j), (8.466286957263946533e-02-1.334932804107666016e+00j), (1.220721125602722168e+00-4.474388808012008667e-02j), (-2.573993504047393799e-01+1.177357316017150879e+00j), (-1.384162783622741699e+00-2.013088911771774292e-01j), (3.681972026824951172e-01-1.174869537353515625e+00j), (4.539936184883117676e-01-1.183557629585266113e+00j), (8.160442709922790527e-01+9.551696777343750000e-01j), (1.086785912513732910e+00+7.262036800384521484e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.340000000000000000e+03+0.000000000000000000e+00j), (-3.065969944000244141e-01-1.476967334747314453e-01j), (-4.054939448833465576e-01-1.621422767639160156e-01j), (2.056344300508499146e-01-2.693180441856384277e-01j), (-2.145538479089736938e-01-3.154705166816711426e-01j), (3.623015284538269043e-01-3.179195225238800049e-01j), (1.982641071081161499e-01+3.349043428897857666e-01j), (-4.570834338665008545e-01+2.449088394641876221e-01j), (-2.241803854703903198e-01-4.167951941490173340e-01j), (5.274108648300170898e-01-1.645764559507369995e-01j), (1.934323459863662720e-01+4.751113653182983398e-01j), (-4.971655011177062988e-01+7.474213838577270508e-02j), (-1.308136284351348877e-01-5.700567364692687988e-01j), (5.099667906761169434e-01-3.618310391902923584e-02j), (5.251692533493041992e-01-1.221842784434556961e-02j), (-2.423762530088424683e-01+4.577183425426483154e-01j), (-1.041299402713775635e-01+5.363169908523559570e-01j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.350000000000000000e+03+0.000000000000000000e+00j), (-5.646689534187316895e-01+2.448206692934036255e-01j), (8.229159116744995117e-01-3.755346834659576416e-01j), (-5.365550518035888672e-01-5.489196777343750000e-01j), (3.512753546237945557e-01+1.009507656097412109e+00j), (4.444264769554138184e-01+2.526001334190368652e-01j), (4.356113970279693604e-01-8.471993207931518555e-01j), (8.339648693799972534e-02-7.381322979927062988e-01j), (-6.182180643081665039e-01+2.080119550228118896e-01j), (-7.833279967308044434e-01+4.859909415245056152e-01j), (2.569678723812103271e-01+3.230183422565460205e-01j), (1.016024827957153320e+00+1.980364918708801270e-01j), (3.490034341812133789e-01-1.500170379877090454e-01j), (-5.708879232406616211e-01-7.523066997528076172e-01j), (3.157288730144500732e-01+1.117132417857646942e-02j), (7.364838123321533203e-01-7.245832085609436035e-01j), (2.809250950813293457e-01+3.688226640224456787e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.350000000000000000e+03+0.000000000000000000e+00j), (-6.773650646209716797e-01+9.150968492031097412e-02j), (9.851979613304138184e-01-1.536322534084320068e-01j), (-4.010140001773834229e-01-7.435886263847351074e-01j), (6.694407016038894653e-02+1.179990887641906738e+00j), (4.011273384094238281e-01+4.094132781028747559e-01j), (7.210447788238525391e-01-7.743467092514038086e-01j), (3.182570636272430420e-01-7.584272623062133789e-01j), (-7.075049281120300293e-01+2.994373999536037445e-02j), (-9.920507669448852539e-01+2.623110711574554443e-01j), (1.783037781715393066e-01+4.121641218662261963e-01j), (1.032332301139831543e+00+5.174158811569213867e-01j), (4.175692796707153320e-01-5.250322446227073669e-02j), (-3.839696645736694336e-01-9.745996594429016113e-01j), (3.493777811527252197e-01+1.121676191687583923e-01j), (9.989775419235229492e-01-5.452098846435546875e-01j), (1.980089098215103149e-01+4.806935787200927734e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.350000000000000000e+03+0.000000000000000000e+00j), (-2.946290671825408936e-01+8.036771416664123535e-01j), (-2.289620041847229004e-01+1.036808133125305176e+00j), (-7.191339135169982910e-01-5.195347070693969727e-01j), (-7.967853546142578125e-01+6.582036018371582031e-01j), (-7.787227630615234375e-01-8.297469019889831543e-01j), (9.100994467735290527e-01-5.331038832664489746e-01j), (6.446031332015991211e-01+1.081341505050659180e+00j), (-1.092865586280822754e+00+4.645386040210723877e-01j), (-4.243238866329193115e-01-1.351516246795654297e+00j), (1.178104043006896973e+00-3.607126772403717041e-01j), (1.331673413515090942e-01+1.329330086708068848e+00j), (-1.370318651199340820e+00+1.999376267194747925e-01j), (8.460029959678649902e-02-1.351555109024047852e+00j), (2.144117653369903564e-01-1.226636767387390137e+00j), (1.122439503669738770e+00+8.106601238250732422e-01j), (1.172805666923522949e+00+6.155215501785278320e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.360000000000000000e+03+0.000000000000000000e+00j), (-4.143013358116149902e-01+1.901528090238571167e-01j), (4.909836351871490479e-01-7.908328771591186523e-01j), (-4.527148008346557617e-01-2.356707155704498291e-01j), (7.201750278472900391e-01+5.133368968963623047e-01j), (6.343619227409362793e-01+9.857489913702011108e-02j), (-7.264478504657745361e-02-6.940331459045410156e-01j), (-3.952800929546356201e-01-7.184166908264160156e-01j), (-2.820562720298767090e-01+2.770945131778717041e-01j), (-2.839504182338714600e-01+8.354216814041137695e-01j), (2.134615927934646606e-01+2.566447556018829346e-01j), (7.710703015327453613e-01-4.331521391868591309e-01j), (3.432932496070861816e-01-3.864617347717285156e-01j), (-6.921144127845764160e-01-1.832988709211349487e-01j), (2.917727231979370117e-01-2.915226668119430542e-02j), (7.179798185825347900e-02-9.138166904449462891e-01j), (2.999907135963439941e-01+1.408203840255737305e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.360000000000000000e+03+0.000000000000000000e+00j), (-5.539069771766662598e-01-2.235658001154661179e-03j), (9.592562317848205566e-01-5.770946741104125977e-01j), (-3.702211678028106689e-01-5.083435773849487305e-01j), (3.215774893760681152e-01+6.139760613441467285e-01j), (4.021060764789581299e-01+2.880301773548126221e-01j), (1.907450258731842041e-01-5.049103498458862305e-01j), (-1.977403275668621063e-02-6.225337982177734375e-01j), (-2.938971519470214844e-01+9.168180823326110840e-02j), (-4.786440730094909668e-01+4.824254512786865234e-01j), (6.091647967696189880e-02+2.503294348716735840e-01j), (6.834698319435119629e-01-2.918149717152118683e-02j), (3.599914610385894775e-01-1.403757780790328979e-01j), (-4.249938726425170898e-01-3.634923100471496582e-01j), (3.433414399623870850e-01+1.130105480551719666e-01j), (5.606472492218017578e-01-9.420335888862609863e-01j), (2.640730738639831543e-01+3.103298842906951904e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (1.360000000000000000e+03+0.000000000000000000e+00j), (2.659052014350891113e-01+8.231997489929199219e-01j), (4.416507780551910400e-01+1.014421582221984863e+00j), (-8.958569169044494629e-01-3.971249982714653015e-02j), (-3.384374976158142090e-01+1.039689302444458008e+00j), (-1.114154458045959473e+00-2.734992206096649170e-01j), (5.509759783744812012e-01-9.556019902229309082e-01j), (1.142905235290527344e+00+5.972924232482910156e-01j), (-7.480214238166809082e-01+9.396699070930480957e-01j), (-1.060547709465026855e+00-9.905728697776794434e-01j), (8.815855979919433594e-01-8.549338579177856445e-01j), (7.777732014656066895e-01+1.171811699867248535e+00j), (-1.136587262153625488e+00+7.807403206825256348e-01j), (-5.083560943603515625e-01-1.335305452346801758e+00j), (-2.290836125612258911e-01-1.203764438629150391e+00j), (1.423165321350097656e+00+3.272627890110015869e-01j), (1.318180680274963379e+00+2.603832781314849854e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
