# Mach-Number upstream,Mach-Number downstream,temperature upstream,temperature downstream,f,Mic1 US,Mic2 US,Mic3 US,Mic1 Liner,Mic2 Liner,Mic3 Liner,Mic4 Liner,Mic5 Liner,Mic6 Liner,Mic7 Liner,Mic8 Liner,Mic9 Liner,Mic10 Liner,Mic1 DS,Mic2 DS,Mic3 DS,case
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (6.900000000000000000e+02+0.000000000000000000e+00j), (-5.597841143608093262e-01-8.362408280372619629e-01j), (-1.092577457427978516e+00+1.162325143814086914e+00j), (2.185052782297134399e-01+9.026727080345153809e-01j), (1.861198067665100098e+00+5.345243029296398163e-03j), (1.398703575134277344e+00-5.622743964195251465e-01j), (9.488667845726013184e-01-9.592259526252746582e-01j), (4.511029124259948730e-01-1.061397433280944824e+00j), (1.078140288591384888e-01-9.373542666435241699e-01j), (-1.735118329524993896e-01-7.343055009841918945e-01j), (-3.003800213336944580e-01-4.458733201026916504e-01j), (-3.542708754539489746e-01-1.086907535791397095e-01j), (-3.746118843555450439e-01+2.163947671651840210e-01j), (-4.193049371242523193e-01+4.538644850254058838e-01j), (4.603627324104309082e-01-7.940109819173812866e-02j), (6.645524501800537109e-01-5.561040714383125305e-02j), (-4.773160815238952637e-01-2.882876694202423096e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (6.900000000000000000e+02+0.000000000000000000e+00j), (-1.682806611061096191e-01+8.728570491075515747e-02j), (1.538011431694030762e-01-1.432190090417861938e-01j), (1.713099181652069092e-01+1.075147539377212524e-01j), (-2.263546139001846313e-01+9.902070462703704834e-02j), (-2.382614016532897949e-01-1.094444394111633301e-01j), (-1.327911466360092163e-01-3.589108884334564209e-01j), (9.885523468255996704e-02-5.727590322494506836e-01j), (4.917566776275634766e-01-6.807798147201538086e-01j), (1.011212468147277832e+00-4.722499847412109375e-01j), (1.388252019882202148e+00+1.257538497447967529e-01j), (1.447130441665649414e+00+1.081916213035583496e+00j), (8.868991136550903320e-01+2.251968860626220703e+00j), (-5.504375696182250977e-01+3.140069723129272461e+00j), (9.004518389701843262e-01-2.558596849441528320e+00j), (3.205613374710083008e+00-1.265733718872070312e+00j), (-2.930864334106445312e+00+7.142689824104309082e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (6.900000000000000000e+02+0.000000000000000000e+00j), (6.347186863422393799e-02+2.081168815493583679e-02j), (-7.545947283506393433e-02-1.450196839869022369e-02j), (-1.040975376963615417e-02-6.952922046184539795e-02j), (8.253272622823715210e-02+4.205417260527610779e-02j), (2.450539730489253998e-02+9.419602900743484497e-02j), (-6.159555166959762573e-02+1.188970059156417847e-01j), (-1.826650500297546387e-01+1.016603261232376099e-01j), (-3.199853003025054932e-01+2.743857540190219879e-02j), (-3.314546942710876465e-01-1.924441307783126831e-01j), (-2.739047110080718994e-01-4.071525633335113525e-01j), (-3.350684046745300293e-02-6.406811475753784180e-01j), (4.163078069686889648e-01-7.563890814781188965e-01j), (9.859919548034667969e-01-5.450615882873535156e-01j), (-8.934785127639770508e-01+3.303945362567901611e-01j), (-1.058418035507202148e+00-6.020799279212951660e-01j), (8.599650263786315918e-01+6.389842629432678223e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.000000000000000000e+02+0.000000000000000000e+00j), (-1.063358187675476074e+00-1.021421909332275391e+00j), (-9.239200353622436523e-01+2.023357868194580078e+00j), (6.129431724548339844e-01+1.136966586112976074e+00j), (2.380374431610107422e+00-8.136421442031860352e-01j), (1.523394465446472168e+00-1.374931812286376953e+00j), (7.199123501777648926e-01-1.706274747848510742e+00j), (-7.623238489031791687e-03-1.658608913421630859e+00j), (-4.566234648227691650e-01-1.356850266456604004e+00j), (-6.388497948646545410e-01-1.051074147224426270e+00j), (-6.856875419616699219e-01-6.016270518302917480e-01j), (-5.095582008361816406e-01-1.025693416595458984e-01j), (-2.487218976020812988e-01+4.052459597587585449e-01j), (-1.023813709616661072e-01+8.644590973854064941e-01j), (4.366035461425781250e-01-4.151619374752044678e-01j), (7.737154960632324219e-01-6.667369008064270020e-01j), (-7.890603542327880859e-01+3.630900382995605469e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.000000000000000000e+02+0.000000000000000000e+00j), (-1.633419990539550781e+00-2.481221407651901245e-01j), (4.394347667694091797e-01+2.468614101409912109e+00j), (1.310763359069824219e+00+6.544641256332397461e-01j), (1.674461603164672852e+00-2.281776666641235352e+00j), (5.262864232063293457e-01-2.243416547775268555e+00j), (-4.238146245479583740e-01-2.026219606399536133e+00j), (-1.081570625305175781e+00-1.501385807991027832e+00j), (-1.283764719963073730e+00-9.099714756011962891e-01j), (-1.256421446800231934e+00-4.977497458457946777e-01j), (-1.020311236381530762e+00-8.041467517614364624e-02j), (-5.268074274063110352e-01+2.493329346179962158e-01j), (4.598954319953918457e-02+5.247177481651306152e-01j), (4.903016388416290283e-01+8.304342031478881836e-01j), (1.014570519328117371e-01-6.606848835945129395e-01j), (2.287230938673019409e-01-1.094611883163452148e+00j), (-6.657542586326599121e-01+5.614364147186279297e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.000000000000000000e+02+0.000000000000000000e+00j), (-7.169499993324279785e-02+2.165122032165527344e-01j), (7.341440021991729736e-02-2.682869732379913330e-01j), (2.314482033252716064e-01-2.748118899762630463e-02j), (-1.820705980062484741e-01+2.613339424133300781e-01j), (-3.239246010780334473e-01+4.485857859253883362e-02j), (-3.484885096549987793e-01-2.598235905170440674e-01j), (-2.215341031551361084e-01-6.105886697769165039e-01j), (1.283667236566543579e-01-9.222185611724853516e-01j), (7.497109770774841309e-01-9.331288933753967285e-01j), (1.363151192665100098e+00-5.320920348167419434e-01j), (1.813908100128173828e+00+3.725077211856842041e-01j), (1.722126960754394531e+00+1.713112354278564453e+00j), (6.511708498001098633e-01+3.055505752563476562e+00j), (-1.378336572088301182e-03-2.732609510421752930e+00j), (2.549646377563476562e+00-2.201732635498046875e+00j), (-2.643594741821289062e+00+1.526955842971801758e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.000000000000000000e+02+0.000000000000000000e+00j), (8.044775575399398804e-02-4.576111212372779846e-02j), (-1.039518788456916809e-01+7.035223394632339478e-02j), (-6.248917430639266968e-02-5.638399720191955566e-02j), (1.287400871515274048e-01-1.122284494340419769e-02j), (1.042138040065765381e-01+8.683585375547409058e-02j), (1.973580382764339447e-02+1.723632961511611938e-01j), (-1.206814050674438477e-01+2.271631509065628052e-01j), (-3.066810071468353271e-01+1.912259012460708618e-01j), (-4.707111120223999023e-01+1.656522229313850403e-02j), (-5.181782841682434082e-01-2.605800628662109375e-01j), (-3.670188784599304199e-01-6.337624192237854004e-01j), (4.010496661067008972e-02-9.620210528373718262e-01j), (7.283684015274047852e-01-9.985405206680297852e-01j), (-7.911801934242248535e-01+7.188943624496459961e-01j), (-1.313115239143371582e+00-1.813237071037292480e-01j), (1.141886353492736816e+00+3.709188103675842285e-01j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.100000000000000000e+02+0.000000000000000000e+00j), (-1.019679903984069824e+00-3.456407785415649414e-01j), (1.674582660198211670e-01+1.562811017036437988e+00j), (7.369770407676696777e-01+5.002650022506713867e-01j), (1.098885774612426758e+00-1.346583962440490723e+00j), (3.793803453445434570e-01-1.346915364265441895e+00j), (-2.375162094831466675e-01-1.218594312667846680e+00j), (-6.833786368370056152e-01-8.888664841651916504e-01j), (-8.790017962455749512e-01-5.284898281097412109e-01j), (-9.067906141281127930e-01-2.455413639545440674e-01j), (-7.652059197425842285e-01-4.970077052712440491e-02j), (-4.330325424671173096e-01+1.084298416972160339e-01j), (-1.282516214996576309e-02+2.309396415948867798e-01j), (3.766200840473175049e-01+3.831418454647064209e-01j), (1.435715123079717159e-03-3.457137644290924072e-01j), (-3.764868155121803284e-02-7.028865814208984375e-01j), (-3.077484071254730225e-01+4.104253649711608887e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.100000000000000000e+02+0.000000000000000000e+00j), (3.928843140602111816e-02+2.384523600339889526e-01j), (-1.183447390794754028e-01-2.121575176715850830e-01j), (2.454313635826110840e-01-1.638221591711044312e-01j), (3.533225506544113159e-02+2.713872790336608887e-01j), (-2.771634459495544434e-01+1.556200534105300903e-01j), (-5.167388319969177246e-01-1.122347712516784668e-01j), (-6.081529855728149414e-01-5.026337504386901855e-01j), (-4.408794045448303223e-01-9.276371002197265625e-01j), (1.334625035524368286e-01-1.257963895797729492e+00j), (9.406017065048217773e-01-1.114264845848083496e+00j), (1.764677524566650391e+00-4.630975723266601562e-01j), (2.252255678176879883e+00+8.171102404594421387e-01j), (1.822677135467529297e+00+2.465137481689453125e+00j), (-9.798141121864318848e-01-2.531901121139526367e+00j), (1.508910536766052246e+00-2.920517921447753906e+00j), (-2.026725292205810547e+00+2.313804864883422852e+00j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.100000000000000000e+02+0.000000000000000000e+00j), (6.061020866036415100e-02-7.714083790779113770e-02j), (-2.997738681733608246e-02+9.471872448921203613e-02j), (-1.208008378744125366e-01-4.092729464173316956e-02j), (8.432574570178985596e-02-9.962019324302673340e-02j), (1.303104609251022339e-01+4.060911014676094055e-02j), (1.127550005912780762e-01+1.982164829969406128e-01j), (1.353661064058542252e-03+3.448986113071441650e-01j), (-1.883774995803833008e-01+3.968402743339538574e-01j), (-4.525181651115417480e-01+3.092386424541473389e-01j), (-6.449140310287475586e-01+1.139954663813114166e-02j), (-6.631736159324645996e-01-4.497255980968475342e-01j), (-3.727041780948638916e-01-9.788036346435546875e-01j), (2.989049553871154785e-01-1.299656391143798828e+00j), (-5.764538049697875977e-01+1.061651706695556641e+00j), (-1.388270974159240723e+00+3.135369718074798584e-01j), (1.331561923027038574e+00+3.384563699364662170e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.200000000000000000e+02+0.000000000000000000e+00j), (-1.346550464630126953e+00+5.472364425659179688e-01j), (1.590394258499145508e+00+1.272601723670959473e+00j), (1.135439991950988770e+00-1.349483728408813477e-01j), (-2.785114943981170654e-01-2.169007539749145508e+00j), (-8.780912756919860840e-01-1.537811517715454102e+00j), (-1.286298274993896484e+00-8.390368223190307617e-01j), (-1.365224361419677734e+00-9.137338399887084961e-02j), (-1.191581964492797852e+00+4.615247249603271484e-01j), (-1.003162503242492676e+00+7.708773016929626465e-01j), (-7.209060788154602051e-01+8.538068532943725586e-01j), (-3.464345335960388184e-01+6.488507986068725586e-01j), (7.044702768325805664e-02+2.683316469192504883e-01j), (5.340020060539245605e-01-1.109531372785568237e-01j), (-2.320485711097717285e-01-1.965069621801376343e-01j), (-7.406129240989685059e-01-3.581659197807312012e-01j), (2.025635987520217896e-01+5.219311714172363281e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.200000000000000000e+02+0.000000000000000000e+00j), (1.769384741783142090e-01+2.120110094547271729e-01j), (-1.808862984180450439e-01-1.555533409118652344e-01j), (1.529333740472793579e-01-3.055743277072906494e-01j), (1.257728636264801025e-01+2.272889614105224609e-01j), (-2.315540164709091187e-01+2.862782180309295654e-01j), (-5.773930549621582031e-01+1.526574790477752686e-01j), (-8.197419047355651855e-01-1.709229946136474609e-01j), (-7.931520342826843262e-01-6.450319886207580566e-01j), (-3.862860202789306641e-01-1.168764591217041016e+00j), (4.325784146785736084e-01-1.331829905509948730e+00j), (1.435363173484802246e+00-1.000673174858093262e+00j), (2.279285907745361328e+00+9.411963634192943573e-03j), (2.364099025726318359e+00+1.609678149223327637e+00j), (-1.573647856712341309e+00-2.049319744110107422e+00j), (5.747400522232055664e-01-2.971579074859619141e+00j), (-1.343833684921264648e+00+2.591395378112792969e+00j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.200000000000000000e+02+0.000000000000000000e+00j), (1.112511381506919861e-02-1.255316436290740967e-01j), (1.296185236424207687e-02+1.141702383756637573e-01j), (-1.526173353195190430e-01+5.309784784913063049e-02j), (3.265814483165740967e-02-1.105189695954322815e-01j), (1.711069494485855103e-01-1.662058196961879730e-02j), (2.478727400302886963e-01+1.345862001180648804e-01j), (2.227910161018371582e-01+3.293021023273468018e-01j), (6.019034236669540405e-02+4.751248955726623535e-01j), (-2.375267446041107178e-01+5.021756887435913086e-01j), (-5.743790268898010254e-01+3.041560351848602295e-01j), (-7.994057536125183105e-01-1.283661872148513794e-01j), (-7.581142783164978027e-01-7.390313744544982910e-01j), (-2.641730904579162598e-01-1.300953269004821777e+00j), (-1.587442457675933838e-01+1.208350777626037598e+00j), (-1.152059793472290039e+00+8.119755387306213379e-01j), (1.298737168312072754e+00-4.221925139427185059e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.300000000000000000e+02+0.000000000000000000e+00j), (-1.316946268081665039e+00+7.675945758819580078e-01j), (1.788731575012207031e+00+8.736495971679687500e-01j), (1.110150814056396484e+00-2.657869756221771240e-01j), (-7.350640892982482910e-01-1.954112410545349121e+00j), (-1.158596873283386230e+00-1.280159831047058105e+00j), (-1.367250919342041016e+00-5.331777334213256836e-01j), (-1.243933320045471191e+00+2.023584246635437012e-01j), (-9.056755304336547852e-01+7.494533061981201172e-01j), (-6.644554734230041504e-01+1.045142769813537598e+00j), (-3.852836787700653076e-01+1.132995724678039551e+00j), (-1.363684386014938354e-01+8.612020015716552734e-01j), (8.146415650844573975e-02+3.812406957149505615e-01j), (3.323040306568145752e-01-1.889794021844863892e-01j), (-1.576824337244033813e-01-1.551801115274429321e-01j), (-7.173354029655456543e-01-2.309726551175117493e-02j), (3.101087808609008789e-01+3.388218283653259277e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.300000000000000000e+02+0.000000000000000000e+00j), (3.123377263545989990e-01+1.353597491979598999e-01j), (-2.397325187921524048e-01-1.256904453039169312e-01j), (-2.093847095966339111e-02-4.103586077690124512e-01j), (1.517046242952346802e-01+2.215010970830917358e-01j), (-1.447002887725830078e-01+4.501995444297790527e-01j), (-5.239869952201843262e-01+4.633579850196838379e-01j), (-8.607413172721862793e-01+2.165745794773101807e-01j), (-9.926418662071228027e-01-3.127705454826354980e-01j), (-6.874186992645263672e-01-9.801463484764099121e-01j), (6.108386814594268799e-02-1.376533746719360352e+00j), (1.118022561073303223e+00-1.345029950141906738e+00j), (2.163573980331420898e+00-5.814811587333679199e-01j), (2.574381828308105469e+00+9.162612557411193848e-01j), (-1.933403134346008301e+00-1.639085054397583008e+00j), (-2.970489487051963806e-02-2.848372459411621094e+00j), (-8.551253080368041992e-01+2.698212862014770508e+00j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.300000000000000000e+02+0.000000000000000000e+00j), (-8.757938444614410400e-02-1.446778923273086548e-01j), (5.138335004448890686e-02+1.238106340169906616e-01j), (-1.109233424067497253e-01+1.672739386558532715e-01j), (4.011245444416999817e-03-1.447777748107910156e-01j), (1.833501458168029785e-01-1.369350254535675049e-01j), (3.401877582073211670e-01-3.821089491248130798e-02j), (4.016744494438171387e-01+1.660191416740417480e-01j), (3.164505064487457275e-01+4.183187782764434814e-01j), (-1.293328683823347092e-02+6.025450825691223145e-01j), (-4.304254055023193359e-01+5.264336466789245605e-01j), (-8.413290381431579590e-01+2.031666785478591919e-01j), (-1.030667066574096680e+00-4.100165963172912598e-01j), (-7.373301386833190918e-01-1.127410411834716797e+00j), (2.466302961111068726e-01+1.244141340255737305e+00j), (-8.403763771057128906e-01+1.125931859016418457e+00j), (1.163841605186462402e+00-7.856026887893676758e-01j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.400000000000000000e+02+0.000000000000000000e+00j), (-9.784449934959411621e-01-2.533650696277618408e-01j), (4.549593031406402588e-01+1.142224192619323730e+00j), (6.324253678321838379e-01+4.068505764007568359e-01j), (4.370096325874328613e-01-1.178561687469482422e+00j), (-2.882719039916992188e-02-1.074845552444458008e+00j), (-4.049612879753112793e-01-8.236947059631347656e-01j), (-6.266035437583923340e-01-4.192714989185333252e-01j), (-6.664856672286987305e-01-3.984484355896711349e-03j), (-6.812117099761962891e-01+3.110023736953735352e-01j), (-5.929903984069824219e-01+4.877993166446685791e-01j), (-4.118247926235198975e-01+4.754236340522766113e-01j), (-1.608252376317977905e-01+3.061119318008422852e-01j), (1.482868641614913940e-01+7.311537116765975952e-02j), (5.414970591664314270e-02-1.346182525157928467e-01j), (-3.173435926437377930e-01-1.949566602706909180e-01j), (1.816797070205211639e-02+2.352921813726425171e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.400000000000000000e+02+0.000000000000000000e+00j), (-1.031648039817810059e+00+9.258064031600952148e-01j), (1.669231772422790527e+00+3.458953499794006348e-01j), (9.553137421607971191e-01-4.062485694885253906e-01j), (-1.028661370277404785e+00-1.412289738655090332e+00j), (-1.267180562019348145e+00-7.998619675636291504e-01j), (-1.267255663871765137e+00-1.662237644195556641e-01j), (-9.601664543151855469e-01+4.026608169078826904e-01j), (-5.293431878089904785e-01+7.836846709251403809e-01j), (-1.619096547365188599e-01+1.006587505340576172e+00j), (1.028221920132637024e-01+1.062577486038208008e+00j), (2.222255617380142212e-01+8.362512588500976562e-01j), (2.278473228216171265e-01+4.175128340721130371e-01j), (1.874447166919708252e-01-1.247420534491539001e-01j), (-1.074948385357856750e-01-1.598447412252426147e-01j), (-4.995508491992950439e-01+1.855013519525527954e-01j), (2.882272899150848389e-01+1.551702022552490234e-01j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.400000000000000000e+02+0.000000000000000000e+00j), (4.475352168083190918e-01-7.670085877180099487e-02j), (-3.759810626506805420e-01-3.245644643902778625e-02j), (-3.026885390281677246e-01-4.149210453033447266e-01j), (1.868868023157119751e-01+1.419479250907897949e-01j), (7.810485363006591797e-02+3.849276304244995117e-01j), (-1.543409377336502075e-01+4.936764240264892578e-01j), (-4.408264756202697754e-01+4.070643186569213867e-01j), (-6.740783452987670898e-01+8.121614158153533936e-02j), (-6.658247113227844238e-01-4.359706640243530273e-01j), (-2.735432088375091553e-01-9.034953117370605469e-01j), (4.052913784980773926e-01-1.121723651885986328e+00j), (1.217330336570739746e+00-8.431643247604370117e-01j), (1.748086333274841309e+00+4.904265701770782471e-02j), (-2.386232852935791016e+00-1.145180225372314453e+00j), (-6.995735764503479004e-01-2.763901233673095703e+00j), (-2.936487197875976562e-01+2.875535011291503906e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.400000000000000000e+02+0.000000000000000000e+00j), (-2.211182713508605957e-01-4.146572574973106384e-02j), (1.734879761934280396e-01+8.013417571783065796e-02j), (6.872113049030303955e-02+2.504615187644958496e-01j), (-9.808150678873062134e-02-1.644786149263381958e-01j), (5.891648679971694946e-02-3.125825524330139160e-01j), (2.647047638893127441e-01-3.229107856750488281e-01j), (4.608418941497802734e-01-1.717458963394165039e-01j), (5.174263119697570801e-01+1.435400396585464478e-01j), (3.796187937259674072e-01+5.152912735939025879e-01j), (-7.279563695192337036e-02+7.596091032028198242e-01j), (-6.455474495887756348e-01+7.120348215103149414e-01j), (-1.170500516891479492e+00+2.653644979000091553e-01j), (-1.302693963050842285e+00-5.779238939285278320e-01j), (9.032154083251953125e-01+1.001138329505920410e+00j), (-2.006535679101943970e-01+1.436432361602783203e+00j), (6.996875405311584473e-01-1.291141510009765625e+00j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.500000000000000000e+02+0.000000000000000000e+00j), (-1.310052871704101562e+00+2.301392704248428345e-01j), (1.129065990447998047e+00+1.030880451202392578e+00j), (9.926412105560302734e-01+1.603499203920364380e-01j), (-1.783299595117568970e-01-1.547140717506408691e+00j), (-6.650286912918090820e-01-1.206810712814331055e+00j), (-9.550830125808715820e-01-7.359661459922790527e-01j), (-9.431201815605163574e-01-1.541319936513900757e-01j), (-7.288576364517211914e-01+3.393247723579406738e-01j), (-4.884665012359619141e-01+7.622089385986328125e-01j), (-2.948994040489196777e-01+9.572846293449401855e-01j), (-9.515219926834106445e-02+8.764374256134033203e-01j), (3.714470937848091125e-02+5.418011546134948730e-01j), (1.826119422912597656e-01+6.725928932428359985e-02j), (1.043904386460781097e-02-2.417895197868347168e-01j), (-4.336739480495452881e-01-9.934315457940101624e-03j), (1.284948140382766724e-01+2.163559496402740479e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.500000000000000000e+02+0.000000000000000000e+00j), (-1.012837052345275879e+00+1.356894850730895996e+00j), (1.967994928359985352e+00-3.356070816516876221e-02j), (1.068657279014587402e+00-7.156199812889099121e-01j), (-1.509060382843017578e+00-1.276877164840698242e+00j), (-1.669076919555664062e+00-5.384074449539184570e-01j), (-1.529273867607116699e+00+1.454559266567230225e-01j), (-1.010948181152343750e+00+6.910390257835388184e-01j), (-3.672899901866912842e-01+9.671473503112792969e-01j), (1.796915531158447266e-01+1.144494414329528809e+00j), (5.555818676948547363e-01+1.140357613563537598e+00j), (6.681658625602722168e-01+8.903756737709045410e-01j), (5.209687948226928711e-01+4.749723970890045166e-01j), (2.285385727882385254e-01-9.553394466638565063e-02j), (-2.140657156705856323e-01-2.296165823936462402e-01j), (-4.133115708827972412e-01+3.806821107864379883e-01j), (3.146183490753173828e-01+8.704770356416702271e-02j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (2.500000000000000000e-01+0.000000000000000000e+00j), (2.500000000000000000e-01+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (2.951499938964843750e+02+0.000000000000000000e+00j), (7.500000000000000000e+02+0.000000000000000000e+00j), (3.646923601627349854e-01-3.423421680927276611e-01j), (-3.946545422077178955e-01+1.908833384513854980e-01j), (-5.240346789360046387e-01-2.285767644643783569e-01j), (4.284110963344573975e-01+8.154662698507308960e-02j), (4.397600591182708740e-01+5.504859685897827148e-01j), (1.340861171483993530e-01+8.947669267654418945e-01j), (-4.054285287857055664e-01+9.453008770942687988e-01j), (-1.011793971061706543e+00+5.557386875152587891e-01j), (-1.313631772994995117e+00-3.059600889682769775e-01j), (-9.358218312263488770e-01-1.281455516815185547e+00j), (4.347246885299682617e-02-1.983970642089843750e+00j), (1.474916219711303711e+00-1.913392901420593262e+00j), (2.713835954666137695e+00-7.146010994911193848e-01j), (-2.629554748535156250e+00-5.464261174201965332e-01j), (-1.278589248657226562e+00-2.525818586349487305e+00j), (2.465396374464035034e-01+2.896269083023071289e+00j), (2.000000000000000000e+00+0.000000000000000000e+00j)
