# Mach-Number Intake,Mach-Number Outlet,temperature Intake,temperature Outlet,f,Mic1,Mic2,Mic3,Mic4,Mic5,Mic6,case
 (1.729320585727691650e-01+0.000000000000000000e+00j), (5.626290664076805115e-02+0.000000000000000000e+00j), (3.006556701660156250e+02+0.000000000000000000e+00j), (3.549873657226562500e+02+0.000000000000000000e+00j), (1.100000000000000000e+03+0.000000000000000000e+00j), (-1.338619185844436288e-04+1.739520346745848656e-03j), (1.083519426174461842e-03+1.306286780163645744e-03j), (1.674255356192588806e-03+5.723665817640721798e-04j), (-6.439113616943359375e-02+2.662174962460994720e-02j), (-6.377390772104263306e-02-8.615713566541671753e-03j), (-1.133143156766891479e-02+3.148821741342544556e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725417822599411011e-01+0.000000000000000000e+00j), (5.712863057851791382e-02+0.000000000000000000e+00j), (3.007405700683593750e+02+0.000000000000000000e+00j), (3.549479675292968750e+02+0.000000000000000000e+00j), (1.110000000000000000e+03+0.000000000000000000e+00j), (-1.159566454589366913e-02-6.157977506518363953e-03j), (-2.489042468369007111e-02-1.949312537908554077e-02j), (-2.102123387157917023e-02+9.376133792102336884e-03j), (-2.007134724408388138e-03-2.665174892172217369e-03j), (-2.172443317249417305e-03+1.082191476598381996e-03j), (1.367715885862708092e-03-3.911472391337156296e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725417822599411011e-01+0.000000000000000000e+00j), (5.712863057851791382e-02+0.000000000000000000e+00j), (3.007405700683593750e+02+0.000000000000000000e+00j), (3.549479675292968750e+02+0.000000000000000000e+00j), (1.110000000000000000e+03+0.000000000000000000e+00j), (4.945659544318914413e-03-4.644237831234931946e-02j), (3.075865656137466431e-02-1.035238131880760193e-01j), (-5.755742639303207397e-02-5.580742657184600830e-02j), (6.828099489212036133e-03-1.100073289126157761e-02j), (-6.863563787192106247e-03-6.245624739676713943e-03j), (1.577274501323699951e-02-6.241949740797281265e-04j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725417822599411011e-01+0.000000000000000000e+00j), (5.712863057851791382e-02+0.000000000000000000e+00j), (3.007405700683593750e+02+0.000000000000000000e+00j), (3.549479675292968750e+02+0.000000000000000000e+00j), (1.110000000000000000e+03+0.000000000000000000e+00j), (8.133218507282435894e-04+1.217547804117202759e-03j), (1.437064725905656815e-03+3.381267888471484184e-04j), (1.459919498302042484e-03-5.925055593252182007e-04j), (-3.462928161025047302e-02+3.430733457207679749e-02j), (-3.522613644599914551e-02+7.299309596419334412e-03j), (-1.096073351800441742e-02+2.558320201933383942e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725417822599411011e-01+0.000000000000000000e+00j), (5.712863057851791382e-02+0.000000000000000000e+00j), (3.007405700683593750e+02+0.000000000000000000e+00j), (3.549479675292968750e+02+0.000000000000000000e+00j), (1.110000000000000000e+03+0.000000000000000000e+00j), (1.862431992776691914e-03+2.128865104168653488e-03j), (2.972132060676813126e-03-2.818562497850507498e-04j), (2.498244633898139000e-03-1.500627142377197742e-03j), (-5.567347258329391479e-02+5.816280096769332886e-02j), (-5.763719975948333740e-02+1.338542718440294266e-02j), (-1.741169579327106476e-02+4.317117109894752502e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724526882171630859e-01+0.000000000000000000e+00j), (5.662913993000984192e-02+0.000000000000000000e+00j), (3.007741394042968750e+02+0.000000000000000000e+00j), (3.549845886230468750e+02+0.000000000000000000e+00j), (1.120000000000000000e+03+0.000000000000000000e+00j), (-1.636796630918979645e-02-4.573449841700494289e-04j), (-3.022718615829944611e-02-3.634694032371044159e-03j), (-1.509194076061248779e-02+2.052159234881401062e-02j), (-4.181237891316413879e-03+5.346270336303859949e-05j), (-1.045444048941135406e-03+2.668109489604830742e-03j), (-2.669090637937188148e-03-3.678421955555677414e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724526882171630859e-01+0.000000000000000000e+00j), (5.662913993000984192e-02+0.000000000000000000e+00j), (3.007741394042968750e+02+0.000000000000000000e+00j), (3.549845886230468750e+02+0.000000000000000000e+00j), (1.120000000000000000e+03+0.000000000000000000e+00j), (-2.336490713059902191e-02-5.662846565246582031e-02j), (-3.132520243525505066e-02-1.045949384570121765e-01j), (-9.143649041652679443e-02-1.999586448073387146e-02j), (-5.329561885446310043e-03-1.430116221308708191e-02j), (-1.012046448886394501e-02-3.183212538715451956e-04j), (9.255478158593177795e-03-1.335743814706802368e-02j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724526882171630859e-01+0.000000000000000000e+00j), (5.662913993000984192e-02+0.000000000000000000e+00j), (3.007741394042968750e+02+0.000000000000000000e+00j), (3.549845886230468750e+02+0.000000000000000000e+00j), (1.120000000000000000e+03+0.000000000000000000e+00j), (1.732251141220331192e-03+1.353520929114893079e-04j), (1.408264506608247757e-03-1.215245691128075123e-03j), (2.970975474454462528e-04-1.715404330752789974e-03j), (-1.366395875811576843e-02+5.295873060822486877e-02j), (-2.760752849280834198e-02+1.809633709490299225e-02j), (-2.353834221139550209e-03+4.000210016965866089e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724526882171630859e-01+0.000000000000000000e+00j), (5.662913993000984192e-02+0.000000000000000000e+00j), (3.007741394042968750e+02+0.000000000000000000e+00j), (3.549845886230468750e+02+0.000000000000000000e+00j), (1.120000000000000000e+03+0.000000000000000000e+00j), (2.913847099989652634e-03+7.177245570346713066e-04j), (2.275872975587844849e-03-1.814502873457968235e-03j), (8.352120057679712772e-04-2.643826417624950409e-03j), (-2.751347236335277557e-02+8.525268733501434326e-02j), (-4.532657191157341003e-02+2.841677330434322357e-02j), (-8.885958231985569000e-03+6.330839544534683228e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725206971168518066e-01+0.000000000000000000e+00j), (5.671101063489913940e-02+0.000000000000000000e+00j), (3.006139221191406250e+02+0.000000000000000000e+00j), (3.549733276367187500e+02+0.000000000000000000e+00j), (1.130000000000000000e+03+0.000000000000000000e+00j), (-1.662946864962577820e-02+9.976863861083984375e-03j), (-2.611332200467586517e-02+1.377160940319299698e-02j), (-1.023826305754482746e-03+2.748409844934940338e-02j), (-2.520290436223149300e-03+3.603793215006589890e-03j), (1.103242277167737484e-03+2.755765337496995926e-03j), (-4.206414800137281418e-03-1.120035594794899225e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725206971168518066e-01+0.000000000000000000e+00j), (5.671101063489913940e-02+0.000000000000000000e+00j), (3.006139221191406250e+02+0.000000000000000000e+00j), (3.549733276367187500e+02+0.000000000000000000e+00j), (1.130000000000000000e+03+0.000000000000000000e+00j), (-6.124863028526306152e-02-4.143067821860313416e-02j), (-8.611959218978881836e-02-6.671940535306930542e-02j), (-9.491395205259323120e-02+3.947098180651664734e-02j), (-1.650721579790115356e-02-4.486919380724430084e-03j), (-8.656269870698451996e-03+8.115436881780624390e-03j), (-5.221701227128505707e-03-1.577178388833999634e-02j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725206971168518066e-01+0.000000000000000000e+00j), (5.671101063489913940e-02+0.000000000000000000e+00j), (3.006139221191406250e+02+0.000000000000000000e+00j), (3.549733276367187500e+02+0.000000000000000000e+00j), (1.130000000000000000e+03+0.000000000000000000e+00j), (1.633558422327041626e-03-1.069985446520149708e-03j), (1.081890150089748204e-04-1.925573800690472126e-03j), (-9.507039212621748447e-04-1.726398128084838390e-03j), (1.115150377154350281e-02+5.219890549778938293e-02j), (-1.861954294145107269e-02+2.003727108240127563e-02j), (1.427028980106115341e-02+4.492909461259841919e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725206971168518066e-01+0.000000000000000000e+00j), (5.671101063489913940e-02+0.000000000000000000e+00j), (3.006139221191406250e+02+0.000000000000000000e+00j), (3.549733276367187500e+02+0.000000000000000000e+00j), (1.130000000000000000e+03+0.000000000000000000e+00j), (2.877494785934686661e-03-1.805893261916935444e-03j), (4.168718587607145309e-04-3.217465011402964592e-03j), (-1.637972658500075340e-03-3.019766882061958313e-03j), (1.882458664476871490e-02+8.892417699098587036e-02j), (-3.058072924613952637e-02+3.359844908118247986e-02j), (2.286641672253608704e-02+7.668800652027130127e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727600544691085815e-01+0.000000000000000000e+00j), (5.650768429040908813e-02+0.000000000000000000e+00j), (3.007163696289062500e+02+0.000000000000000000e+00j), (3.550374145507812500e+02+0.000000000000000000e+00j), (1.140000000000000000e+03+0.000000000000000000e+00j), (-1.243610121309757233e-02+1.797228865325450897e-02j), (-1.738132350146770477e-02+2.283582463860511780e-02j), (1.102688536047935486e-02+2.626650407910346985e-02j), (-2.006180147873237729e-04+3.998547326773405075e-03j), (2.295213053002953529e-03+1.946789445355534554e-03j), (-3.274857765063643456e-03+1.754455617628991604e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727600544691085815e-01+0.000000000000000000e+00j), (5.650768429040908813e-02+0.000000000000000000e+00j), (3.007163696289062500e+02+0.000000000000000000e+00j), (3.550374145507812500e+02+0.000000000000000000e+00j), (1.140000000000000000e+03+0.000000000000000000e+00j), (-8.201706409454345703e-02-1.367860939353704453e-02j), (-1.055257245898246765e-01-2.267441526055335999e-02j), (-7.163628935813903809e-02+8.000137656927108765e-02j), (-1.447301171720027924e-02+7.635570131242275238e-03j), (-1.794429495930671692e-03+1.203998085111379623e-02j), (-1.297803875058889389e-02-7.613874971866607666e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727600544691085815e-01+0.000000000000000000e+00j), (5.650768429040908813e-02+0.000000000000000000e+00j), (3.007163696289062500e+02+0.000000000000000000e+00j), (3.550374145507812500e+02+0.000000000000000000e+00j), (1.140000000000000000e+03+0.000000000000000000e+00j), (8.800654322840273380e-04-2.083515981212258339e-03j), (-1.246969564817845821e-03-1.963464776054024696e-03j), (-2.214831998571753502e-03-8.614530670456588268e-04j), (2.812922187149524689e-02+4.043418541550636292e-02j), (-1.511171367019414902e-02+2.074308693408966064e-02j), (3.256436809897422791e-02+3.868945315480232239e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727600544691085815e-01+0.000000000000000000e+00j), (5.650768429040908813e-02+0.000000000000000000e+00j), (3.007163696289062500e+02+0.000000000000000000e+00j), (3.550374145507812500e+02+0.000000000000000000e+00j), (1.140000000000000000e+03+0.000000000000000000e+00j), (1.595465582795441151e-03-3.412565682083368301e-03j), (-1.683549839071929455e-03-3.308202605694532394e-03j), (-3.433185629546642303e-03-1.654077786952257156e-03j), (4.740963131189346313e-02+7.098679244518280029e-02j), (-2.393340878188610077e-02+3.342641890048980713e-02j), (5.195565894246101379e-02+6.912491470575332642e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726945340633392334e-01+0.000000000000000000e+00j), (5.649719387292861938e-02+0.000000000000000000e+00j), (3.006900024414062500e+02+0.000000000000000000e+00j), (3.549922180175781250e+02+0.000000000000000000e+00j), (1.150000000000000000e+03+0.000000000000000000e+00j), (8.332357741892337799e-03+2.375132590532302856e-02j), (7.829973474144935608e-03+2.454881556332111359e-02j), (2.708835527300834656e-02+5.963293369859457016e-03j), (4.253036808222532272e-03+9.768046438694000244e-04j), (2.894479315727949142e-03-2.028924878686666489e-03j), (1.215689582750201225e-03+3.728916868567466736e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726945340633392334e-01+0.000000000000000000e+00j), (5.649719387292861938e-02+0.000000000000000000e+00j), (3.006900024414062500e+02+0.000000000000000000e+00j), (3.549922180175781250e+02+0.000000000000000000e+00j), (1.150000000000000000e+03+0.000000000000000000e+00j), (-7.931933552026748657e-02+5.498477816581726074e-02j), (-8.264032751321792603e-02+5.184073373675346375e-02j), (6.563850212842226028e-03+1.051482558250427246e-01j), (-5.266230436973273754e-04+1.544832717627286911e-02j), (9.334770031273365021e-03+8.626418188214302063e-03j), (-1.215861365199089050e-02+6.560148205608129501e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726945340633392334e-01+0.000000000000000000e+00j), (5.649719387292861938e-02+0.000000000000000000e+00j), (3.006900024414062500e+02+0.000000000000000000e+00j), (3.549922180175781250e+02+0.000000000000000000e+00j), (1.150000000000000000e+03+0.000000000000000000e+00j), (-1.828331733122467995e-03-1.766638713888823986e-03j), (-2.655909862369298935e-03+3.393116057850420475e-04j), (-1.620939350686967373e-03+2.180136973038315773e-03j), (3.679759055376052856e-02+1.357383280992507935e-02j), (-1.285805273801088333e-02+2.279476262629032135e-02j), (4.939043894410133362e-02+1.319640222936868668e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726945340633392334e-01+0.000000000000000000e+00j), (5.649719387292861938e-02+0.000000000000000000e+00j), (3.006900024414062500e+02+0.000000000000000000e+00j), (3.549922180175781250e+02+0.000000000000000000e+00j), (1.150000000000000000e+03+0.000000000000000000e+00j), (-2.403420628979802132e-03-3.072093008086085320e-03j), (-4.252564162015914917e-03-1.105082483263686299e-04j), (-3.077356144785881042e-03+3.122556256130337715e-03j), (6.118363514542579651e-02+2.861457876861095428e-02j), (-2.453603781759738922e-02+3.416573256254196167e-02j), (8.140966296195983887e-02+3.189702704548835754e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725560724735260010e-01+0.000000000000000000e+00j), (5.663637444376945496e-02+0.000000000000000000e+00j), (3.006658325195312500e+02+0.000000000000000000e+00j), (3.549672241210937500e+02+0.000000000000000000e+00j), (1.160000000000000000e+03+0.000000000000000000e+00j), (1.858710311353206635e-02+1.621114835143089294e-02j), (1.614155247807502747e-02+1.553042978048324585e-02j), (2.370227128267288208e-02-6.946610752493143082e-03j), (2.789961872622370720e-03-2.019224688410758972e-03j), (1.891816646093502641e-04-2.986152656376361847e-03j), (2.732275752350687981e-03+1.339254784397780895e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725560724735260010e-01+0.000000000000000000e+00j), (5.663637444376945496e-02+0.000000000000000000e+00j), (3.006658325195312500e+02+0.000000000000000000e+00j), (3.549672241210937500e+02+0.000000000000000000e+00j), (1.160000000000000000e+03+0.000000000000000000e+00j), (-3.943835943937301636e-02+8.888440579175949097e-02j), (-3.940152004361152649e-02+7.660662382841110229e-02j), (5.261819064617156982e-02+7.993391901254653931e-02j), (1.067701727151870728e-02+9.170012548565864563e-03j), (1.258258521556854248e-02-2.208846155554056168e-03j), (-2.739687450230121613e-03+1.242521032691001892e-02j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725560724735260010e-01+0.000000000000000000e+00j), (5.663637444376945496e-02+0.000000000000000000e+00j), (3.006658325195312500e+02+0.000000000000000000e+00j), (3.549672241210937500e+02+0.000000000000000000e+00j), (1.160000000000000000e+03+0.000000000000000000e+00j), (-2.382087986916303635e-03-3.281688550487160683e-04j), (-1.885734498500823975e-03+1.900093629956245422e-03j), (1.707754418021067977e-04+2.673296025022864342e-03j), (3.294661268591880798e-02+4.418425727635622025e-03j), (-1.270878966897726059e-02+2.884758263826370239e-02j), (4.984587058424949646e-02-1.631277962587773800e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725560724735260010e-01+0.000000000000000000e+00j), (5.663637444376945496e-02+0.000000000000000000e+00j), (3.006658325195312500e+02+0.000000000000000000e+00j), (3.549672241210937500e+02+0.000000000000000000e+00j), (1.160000000000000000e+03+0.000000000000000000e+00j), (-4.273576196283102036e-03-6.505530327558517456e-04j), (-3.183634951710700989e-03+3.413227852433919907e-03j), (2.703110803849995136e-04+4.659441299736499786e-03j), (5.640265345573425293e-02+5.914850160479545593e-03j), (-2.237215079367160797e-02+4.633948206901550293e-02j), (8.569261431694030762e-02-2.018989995121955872e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726837754249572754e-01+0.000000000000000000e+00j), (5.733393877744674683e-02+0.000000000000000000e+00j), (3.007434997558593750e+02+0.000000000000000000e+00j), (3.549578247070312500e+02+0.000000000000000000e+00j), (1.170000000000000000e+03+0.000000000000000000e+00j), (2.248716168105602264e-02+7.501635234802961349e-03j), (1.747099310159683228e-02+7.013041526079177856e-03j), (1.635796017944812775e-02-1.315949764102697372e-02j), (1.317986054345965385e-03-2.715261885896325111e-03j), (-1.347985118627548218e-03-2.533414633944630623e-03j), (2.835336606949567795e-03-7.747612107777968049e-05j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726837754249572754e-01+0.000000000000000000e+00j), (5.733393877744674683e-02+0.000000000000000000e+00j), (3.007434997558593750e+02+0.000000000000000000e+00j), (3.549578247070312500e+02+0.000000000000000000e+00j), (1.170000000000000000e+03+0.000000000000000000e+00j), (-4.826981748919934034e-04+9.504633396863937378e-02j), (-6.222194992005825043e-03+7.389428466558456421e-02j), (6.919872760772705078e-02+4.669669270515441895e-02j), (1.309526525437831879e-02+1.800094847567379475e-03j), (8.808499202132225037e-03-9.155615232884883881e-03j), (4.213526844978332520e-03+1.197564322501420975e-02j), (1.000000000000000000e+00+0.000000000000000000e+00j)
